#Text:Maitrāyaṇīsaṃhitā
#Notes:Prose parts; digital split version provided by K. Amano



1.1.1.1	iṣe tvā subhūtāya
2.3.2.31	tān mā āmanasas kṛdhi svāhā
2.3.2.32	ete vai sajātāḥ sajātā iva putrā iva striya iva paśava iva
2.3.2.33	tair ātmānam abhisaṃyuṅkte
2.3.2.34	tair bhavati
2.3.2.35	pṛṣatī gaur dhenur dakṣiṇā
2.3.2.36	sā hi vaiśvadevī
2.3.2.37	atha yad vaiśvadevīṣṭiḥ
2.3.2.38	vaiśvadevīr vā imāḥ prajāḥ
2.3.2.39	tā evāvārunddha
2.3.2.40	tā ādyā akṛta
2.3.2.41	bahirātmaṃ vai prayājānuyājāḥ
2.3.2.42	ātmā devatā
2.3.2.43	yat prayājānuyājānāṃ purastād vopariṣṭād vā juhuyād bahirātmaṃ sajātān dadhīta
2.3.2.44	atha yan madhyato juhoti
2.3.2.45	madhyata eva sajātān ātman dhatte
2.3.2.46	yadi kāmayeta tājag eyuḥ
2.3.2.47	tājak pareyur iti dārumayeṇa juhuyāt
2.3.2.48	carācarā hi vanaspatayaḥ
2.3.2.49	yadi kāmayeta dhruvāḥ syuḥ
2.3.2.50	kṛcchrād eyur iti mṛnmayena juhuyāt
2.3.2.51	dhruvā hīyam
2.3.2.52	dhruvo 'si
2.3.2.53	dhruvas tvaṃ deveṣv edhi
2.3.2.54	dhruvo 'haṃ sajāteṣu bhūyāsaṃ priyaḥ sajātānām ugraś cettā vasuvit
2.3.2.55	ugro 'si
2.3.2.56	ugras tvaṃ deveṣv edhi
2.3.2.57	ugro 'haṃ sajāteṣu bhūyāsaṃ priyaḥ sajātānām ugraś cettā vasuvit
2.3.2.58	abhibhūr asi
2.3.2.59	abhibhūs tvaṃ deveṣv edhi
2.3.2.60	abhibhūr ahaṃ sajāteṣu bhūyāsaṃ priyaḥ sajātānām ugraś cettā vasuvit
2.3.2.61	paribhūr asi
2.3.2.62	paribhūs tvaṃ deveṣv edhi
2.3.2.63	paribhūr ahaṃ sajāteṣu bhūyāsaṃ priyaḥ sajātānām ugraś cettā vasuvit
2.3.2.64	sūrir asi
2.3.2.65	sūris tvaṃ deveṣv edhi
2.3.2.66	sūrir ahaṃ sajāteṣu bhūyāsaṃ priyaḥ sajātānām ugraś cettā vasuvit
2.3.2.67	ete vai sajātāḥ
2.3.2.68	tān asmin dadhāti
2.3.2.69	tān asmād anapakramiṇaḥ karoti
2.3.3.1	athaiṣo 'śvaḥ pratigṛhyate
2.3.3.2	sa vā ubhayatodan pratigṛhītaḥ
2.3.3.3	nirbabhasty asyendriyaṃ ca paśūṃś ca
2.3.3.4	varuṇo vā aśvo varuṇadevatyaḥ
2.3.3.5	yo vā aśvaṃ pratigṛhṇāti varuṇaṃ sa prasīdati
2.3.3.6	tad aśvahaviṣā yaṣṭavyam
2.3.3.7	nirvaruṇatvāya
2.3.3.8	catuṣkapālā bhavanti
2.3.3.9	catuṣpād vā aśvaḥ
2.3.3.10	kapālair evainam āpnoti
2.3.3.11	yāvanto 'śvās tāvantaḥ puroḍāśā bhavanti
2.3.3.12	sarvata evainaṃ muñcati
2.3.3.13	eko 'dhi bhavati
2.3.3.14	yan nopasmarati tasmā eva sa
2.3.3.15	yaḥ punaḥ pratigrahiṣyant syān na sa yajeta
2.3.3.16	yaddhi punaḥ pratigṛhṇīyāt punar varuṇaṃ prasīdet
2.3.3.17	atha yaḥ punaḥ pratigrahīṣyant syāt tasya vāruṇā nemāḥ syuḥ sauryavāruṇā nemāḥ
2.3.3.18	yad vāruṇo varuṇād evainaṃ tena muñcati
2.3.3.19	atha yat sauryaḥ
2.3.3.20	svām eva devatām upapratigṛhṇāti
2.3.3.21	ātmano 'hiṃsāyai
2.3.3.22	ekaviṃśatiḥ sāmidhenīr bhavanti
2.3.3.23	asā āditya ekaviṃśaḥ
2.3.3.24	prajāpatir asā ādityaḥ
2.3.3.25	prājāpatyo 'śvaḥ
2.3.3.26	yāvān evāśvas tam āpnoti
2.3.3.27	sarve vā anye paśavo yonimantaḥ puruṣayonayaḥ
2.3.3.28	ayonir aśvo 'psujāḥ
2.3.3.29	yad eṣo 'ponaptrīyaś carur bhavati
2.3.3.30	yonimantam evainam akaḥ
2.3.3.31	sva evainaṃ yonau pratiṣṭhāpayati
2.3.3.32	yas te rājan varuṇa gāyatracchandāḥ pāśo brahman pratiṣṭhitas taṃ ta etenāvayaje
2.3.3.33	tasmai te svāhā
2.3.3.34	yas te rājan varuṇa triṣṭupcchandāḥ pāśaḥ kṣatre pratiṣṭhitas taṃ ta etenāvayaje
2.3.3.35	tasmai te svāhā
2.3.3.36	yas te rājan varuṇa jagacchandāḥ pāśo viśi pratiṣṭhitas taṃ ta etenāvayaje
2.3.3.37	tasmai te svāhā
2.3.3.38	yas te rājan varuṇānuṣṭupcchandāḥ pāśo dikṣu pratiṣṭhitas taṃ ta etenāvayaje
2.3.3.39	tasmai te svāhā
2.3.3.40	chandāṃsi vai varuṇasya pāśāḥ
2.3.3.41	tair enaṃ gṛhṇāti
2.3.3.42	yair enaṃ gṛhṇāti tair enaṃ muñcati
2.3.3.43	aponaptrīyābhyāṃ dvābhyāṃ juhoti
2.3.3.44	ya evāpsavyo varuṇas tata enaṃ muñcati
2.3.4.1	agner āyur asi
2.3.4.2	tenāsmā amuṣmā āyur dehi
2.3.4.3	indrasya prāṇo 'si
2.3.4.4	prāṇaṃ dehy amuṣmai yasya te prāṇaḥ svāhā
2.3.4.5	pitṝṇāṃ prāṇo 'si
2.3.4.6	prāṇaṃ dattāmuṣmai yeṣāṃ vaḥ prāṇaḥ svāhā
2.3.4.7	viśveṣāṃ devānāṃ prāṇo 'si
2.3.4.8	prāṇaṃ dattāmuṣmai yeṣāṃ vaḥ prāṇaḥ svāhā
2.3.4.9	bṛhaspateḥ prāṇo 'si
2.3.4.10	prāṇaṃ dehy amuṣmai yasya te prāṇaḥ svāhā
2.3.4.11	prajāpateḥ prāṇo 'si
2.3.4.12	prāṇaṃ dehy amuṣmai yasya te prāṇaḥ svāhā
2.3.4.13	yan navam ait tan navanītam abhavad yad asarpat tat sarpiḥ / yad aghriyata tad ghṛtam
2.3.4.14	ghṛtasya panthām amṛtasya nābhim indreṇa dattaṃ prayataṃ marudbhiḥ / tat tvā viṣṇur anvapaśyat tat tveḍā gavy airayat
2.3.4.15	pāvamānasya tvā stomena gāyatrasya vartanyopāṃśos tvā vīryeṇotsṛje
2.3.4.16	bṛhatā tvā rathaṃtareṇa traiṣṭubhyā vartanyā śukrasya tvā vīryeṇoddhare
2.3.4.17	agneṣ ṭvā mātrayā jāgatyā vartanyā devas tvā savitonnayatu jīvātvai jīvanasyāyai
2.3.4.18	idaṃ varco agninā dattam āgān mahi rādhaḥ saha ojo balaṃ yat / dīrghāyutvāya śataśāradāya pratigṛbhṇāmi mahata indriyāya
2.3.4.19	imam agnā āyuṣe varcase kṛdhi tigmam ojo varuṇa soma rājan / mātevāsmā adite śarma yaccha viśve devā jaradaṣṭir yathāsat
2.3.4.20	agnir āyuḥ
2.3.4.21	tasya manuṣyā āyuṣkṛtaḥ
2.3.4.22	tenāyuṣāyuṣmān edhi
2.3.4.23	brahmāyuḥ
2.3.4.24	tasya brāhmaṇā āyuṣkṛtaḥ
2.3.4.25	tenāyuṣāyuṣmān edhi
2.3.4.26	yajña āyuḥ
2.3.4.27	tasya dakṣiṇā āyuṣkṛtaḥ
2.3.4.28	tenāyuṣāyuṣmān edhi
2.3.4.29	amṛtam āyuḥ
2.3.4.30	tasya devā āyuṣkṛtaḥ
2.3.4.31	tenāyuṣāyuṣmān edhi
2.3.4.32	aśvinoḥ prāṇo 'si
2.3.4.33	tau te prāṇaṃ dattām
2.3.4.34	tena jīva
2.3.4.35	mitrāvaruṇayoḥ prāṇo 'si
2.3.4.36	tau te prāṇaṃ dattām
2.3.4.37	tena jīva
2.3.4.38	bṛhaspateḥ prāṇo 'si
2.3.4.39	sa te prāṇaṃ dadātu
2.3.4.40	tena jīva
2.3.4.41	prajāpateḥ parameṣṭhinaḥ prāṇo 'si
2.3.4.42	sa te prāṇaṃ dadātu
2.3.4.43	tena jīva
2.3.5.1	āgnāvaiṣṇavam ekādaśakapālaṃ nirvapet sārasvataṃ caruṃ bārhaspatyaṃ carum
2.3.5.2	pūrvedyuḥ
2.3.5.3	āmayāvinaṃ yājayet
2.3.5.4	agnir vai sarvā devatāḥ
2.3.5.5	viṣṇur yajñaḥ
2.3.5.6	devatābhiś caivāsmin yajñena cāyur dadhāti
2.3.5.7	vāk sarasvatī
2.3.5.8	brahma bṛhaspatiḥ
2.3.5.9	vācā caivāsmin brahmaṇā cāyur dadhāti
2.3.5.10	atho prāṇā vai devatāḥ
2.3.5.11	prāṇān vā etat pūrvedyur gṛhītvopavasati
2.3.5.12	sa śvo bhūta āgneyam aṣṭākapālaṃ nirvapet saumyaṃ payasi carum ādityaṃ ghṛte caruṃ vāruṇaṃ caruṃ yavamayam iyantam agnaye vaiśvānarāya dvādaśakapālam
2.3.5.13	āmayāvinaṃ yājayet
2.3.5.14	yo vai pramīyate 'gniṃ tasya śarīraṃ gacchati somaṃ rasaḥ
2.3.5.15	yad āgneyaḥ śarīram evāsya tena niṣkrīṇāti
2.3.5.16	yat saumyo rasaṃ tena
2.3.5.17	yāvān eva taṃ niṣkrīya
2.3.5.18	iyaṃ vā aditiḥ
2.3.5.19	asyām adhi prajāḥ prajāyante
2.3.5.20	asyām evainam adhi prajanayati
2.3.5.21	iyāṃś carur bhavati
2.3.5.22	etāvān vā ātmā
2.3.5.23	yāvān evāsyātmā taṃ varuṇān muktvā
2.3.5.24	saṃvatsaro vā agnir vaiśvānaraḥ
2.3.5.25	saṃvatsara evainaṃ pratiṣṭhāpayati
2.3.5.26	saṃvatsarāyuṣam enaṃ karoti
2.3.5.27	agner āyur asi tenāsmā amuṣmā āyur dehīti
2.3.5.28	agnir vai manuṣyāṇām āyuṣaḥ pradātā
2.3.5.29	so 'smā āyuḥ prayacchati
2.3.5.30	pañcabhir juhoti
2.3.5.31	pāṅktaḥ puruṣaḥ
2.3.5.32	yāvān eva puruṣas taṃ samīrayati
2.3.5.33	yāvān eva puruṣas taṃ samīrayitvā
2.3.5.34	ayaṃ vāva yaḥ pavata eṣa prāṇaḥ
2.3.5.35	ābhyo vā eṣa digbhyo 'dhipavate
2.3.5.36	etaddevatyā vā imā diśaḥ
2.3.5.37	yathādevataṃ vāvainam etad ābhyo digbhyo 'dhi samīrayitvā prāṇān asmin dadhāti
2.3.5.38	yan navam ait tan navanītam abhavat
2.3.5.39	yad asarpat tat sarpiḥ
2.3.5.40	yad aghriyata tad ghṛtam iti
2.3.5.41	ghṛtasya vā etan mahimānam udācaṣṭe
2.3.5.42	atho mahayaty evainat
2.3.5.43	pāvamānasya tvā stomena gāyatrasya vartanyā
2.3.5.44	upāṃśos tvā vīryeṇotsṛjā iti
2.3.5.45	yathā vā idaṃ vadhyam utsṛjaty uddharaty unnayaty evaṃ tat
2.3.5.46	etāvad vā asti stomā grahāś chandāṃsi
2.3.5.47	yāvad evāsti tenāsmā āyur dadhāti
2.3.5.48	yajñenāsmā āyur dadhāti
2.3.5.49	sarva ṛtvijaḥ paryāhuḥ
2.3.5.50	sarve vā eta etasmai cikitsanti
2.3.5.51	sarva evāsmā āyur dadhati
2.3.5.52	brahmaṇo hastam ālabhya paryāhuḥ
2.3.5.53	brahma vai brahmā
2.3.5.54	brahmaṇaivāsmin brahmāyur dadhāti
2.3.5.55	hiraṇyād adhi ghṛtaṃ niṣpāyayanti
2.3.5.56	amṛtaṃ vai hiraṇyam
2.3.5.57	āyur ghṛtam
2.3.5.58	amṛtād evainam adhy āyur niṣpāyayanti
2.3.5.59	nir iva dhayati
2.3.5.60	āyur evātman dhatte
2.3.5.61	tad asmā ābadhnāti
2.3.5.62	āyuṣainaṃ samardhayati
2.3.5.63	āgneyyābadhnāti
2.3.5.64	agnir vai sarvā devatāḥ
2.3.5.65	sarvābhir evāsmin devatābhir āyur dadhāti
2.3.5.66	agnir āyuḥ
2.3.5.67	tasya manuṣyā āyuṣkṛtaḥ
2.3.5.68	tenāyuṣāyuṣmān edhīti
2.3.5.69	yo vai devān āyuṣmataś cāyuṣkṛtaś ca veda sarvam āyur eti na purāyuṣaḥ pramīyate
2.3.5.70	ete vai devā āyuṣmantaś cāyuṣkṛtaś ca yad ime prāṇāḥ
2.3.5.71	te 'sminn āyur dadhati
2.3.5.72	aśvinoḥ prāṇo 'si
2.3.5.73	tau te prāṇaṃ dattāṃ
2.3.5.74	tena jīveti
2.3.5.75	ime vā ete prāṇāḥ
2.3.5.76	tān asmin dadhāti
2.3.5.77	tān asmād anapakramiṇaḥ karoti
2.3.5.78	daśa deyāḥ
2.3.5.79	daśa hy ātman prāṇāḥ
2.3.5.80	prāṇān asmin dadhāti
2.3.5.81	aśvo deyaḥ
2.3.5.82	vāso deyam
2.3.5.83	hiraṇyaṃ deyam
2.3.5.84	gaur deyaḥ
2.3.5.85	varo deyaḥ
2.3.5.86	bahu deyam
2.3.6.1	āgneyam aṣṭākapālaṃ nirvaped aindraṃ pañcakapālam
2.3.6.2	dadhi madhu ghṛtaṃ dhānā udakaṃ tat saṃsṛṣṭaṃ bhavati
2.3.6.3	aryamṇe carur bhavati
2.3.6.4	ṛddhyā evāgneyaḥ
2.3.6.5	aindraḥ pañcakapālaḥ
2.3.6.6	pāṅkto yajñaḥ
2.3.6.7	paṅktī yājyānuvākye
2.3.6.8	pāṅktāḥ paśavaḥ
2.3.6.9	pāṅktaḥ puruṣaḥ
2.3.6.10	yāvān eva puruṣas tam āpnoti
2.3.6.11	sa sarvo bhūtvā paśūn āpnoti
2.3.6.12	paśava iva hy etat saṃsṛṣṭam
2.3.6.13	atho yāvanta eva paśavas tān asmai saṃsṛjati
2.3.6.14	tad āhuḥ
2.3.6.15	aindra ekādaśakapālaḥ kāryā iti
2.3.6.16	aindrā hi paśavaḥ
2.3.6.17	atho āhuḥ
2.3.6.18	prājāpatyaṃ kāryam iti
2.3.6.19	prājāpatyā hi paśavaḥ
2.3.6.20	prajāpatiḥ paśūnāṃ prajanayitā
2.3.6.21	tam eva bhāgadheyenopāsarat
2.3.6.22	so 'smai paśūn prajanayati
2.3.6.23	athaiṣo 'ryamṇe caruḥ
2.3.6.24	yo dadāti so 'ryamā
2.3.6.25	dānam aryamā
2.3.6.26	dānakāmā asmai prajā bhavanti
2.3.6.27	agnaye bhrājasvate 'ṣṭākapālaṃ nirvapet sauryaṃ carum agnaye bhrājasvate 'ṣṭākapālam
2.3.6.28	cakṣuṣkāmaṃ yājayet
2.3.6.29	agner vai manuṣyā naktaṃ cakṣuṣā paśyanti sūryasya divā
2.3.6.30	etau vai cakṣuṣaḥ pradātārau
2.3.6.31	tā eva bhāgadheyenopāsarat
2.3.6.32	tā asmai cakṣuḥ prayacchataḥ
2.3.6.33	samānaṃ vai cakṣur dvedhā tu
2.3.6.34	yat samānī devatā carum abhito bhavati nānānam evāsmai cakṣuṣī pratidadhāti
2.3.6.35	yāvad anyatareṇākṣṇā paśyati tāvad ubhābhyāṃ paśyed yac carur antarā na syāt
2.3.6.36	atha yac carur antarā bhavati tasmād idam antarā
2.3.6.37	cakṣuṣor vidhṛtyai
2.3.6.38	śuklā vrīhayo bhavanti śvetā gā ājyāya duhanti
2.3.6.39	evam iva hy asā ādityaḥ
2.3.6.40	samṛddhyai
2.3.6.41	payasi bhavati
2.3.6.42	payo vai ghṛtam
2.3.6.43	payaś cakṣuḥ
2.3.6.44	payasaivāsmai payaś cakṣur dadhāti
2.3.6.45	saurībhir ādadhāti
2.3.6.46	cakṣur asmin dadhāti
2.3.7.1	devā asurāṇāṃ veśatvam upāyan
2.3.7.2	indras tu nāpy upait
2.3.7.3	teṣāṃ vā indriyāṇi vīryāṇy apākrāman
2.3.7.4	agne rathaṃtaram
2.3.7.5	indrasya bṛhat
2.3.7.6	viśveṣāṃ devānāṃ vairūpam
2.3.7.7	savitur vairājam
2.3.7.8	tvaṣṭū revatī
2.3.7.9	marutāṃ śakvarī
2.3.7.10	tāni vā indro 'nvapākrāmat
2.3.7.11	tair ātmānam abhisamayuṅkta
2.3.7.12	tair abhavat
2.3.7.13	yo bhūtikāmaḥ syāt tam etayā yājayet
2.3.7.14	etair evendriyair vīryair ātmānam abhisaṃyuṅkte
2.3.7.15	tair bhavati
2.3.7.16	dvādaśakapālo bhavati
2.3.7.17	vaiśvadevatvāya
2.3.7.18	uttānāni kapālāny upadadhāti
2.3.7.19	tat svic carum akaḥ
2.3.7.20	anirdāhāya
2.3.7.21	abhiśasyamānaṃ yājayet
2.3.7.22	yasya vai devā annam adanty adanti tasya manuṣyā annam
2.3.7.23	sarvā vā etā devatāḥ
2.3.7.24	sarvā vāvāsyaitad devatā annam ajīghasat
2.3.7.25	adanti hāsya manuṣyā annam
2.3.7.26	indrāya rāthaṃtarāyānubrūhīti
2.3.7.27	rathaṃtarasyā ṛcam anūcya bṛhata ṛcā yajet
2.3.7.28	indrāya bārhatāyānubrūhīti
2.3.7.29	bṛhata ṛcam anūcya rathaṃtarasya ṛcā yajet
2.3.7.30	indrāya vairūpāyānubrūhīti
2.3.7.31	vairūpasyā ṛcam anūcya vairājasya ṛcā yajet
2.3.7.32	indrāya vairājāyānubrūhīti
2.3.7.33	vairājasyā ṛcam anūcya vairūpasya ṛcā yajet
2.3.7.34	indrāya raivatāyānubrūhīti
2.3.7.35	revatīm anūcya śakvaryā yajet
2.3.7.36	indrāya śākvarāyānubrūhīti
2.3.7.37	śakvarīm anūcya revatyā yajet
2.3.7.38	etair evainam indriyair etābhir devatābhir vyatiṣajati
2.3.7.39	paryūham avadyati
2.3.7.40	etair evainam indriyair etābhir devatābhiḥ paryūhati
2.3.7.41	paśavo vai bṛhatī
2.3.7.42	agnī rudraḥ
2.3.7.43	yad bṛhatyā vaṣaṭkuryād rudrāyāsya paśūn apidadhyāt
2.3.7.44	atho bṛhatīṃ hy ayātayāmnīṃ paśavo 'nuprajāyante
2.3.7.45	anuvākyāyāś catvāry akṣarāṇi yājyām abhyatyūhati
2.3.7.46	anuṣṭubhaṃ ca sampādayati paṅktiṃ ca
2.3.7.47	vāg vā anuṣṭup
2.3.7.48	prajāpatiḥ paṅktiḥ
2.3.7.49	vāci vā etat prajāpatim apyasrāṭ
2.3.7.50	prajananāya
2.3.7.51	tan mithunam
2.3.7.52	tasmād eva mithunād yajamānaḥ prajayā ca paśubhiś ca prajāyate
2.3.8.1	svādvīṃ tvā svādunā tīvrāṃ tīvreṇa śukrāṃ śukreṇa / devīṃ devenāmṛtām amṛtena sṛjāmi saṃ somena
2.3.8.2	somo 'si
2.3.8.3	aśvibhyāṃ pacyasva
2.3.8.4	sarasvatyai pacyasva
2.3.8.5	indrāya sutrāmṇe pacyasva
2.3.8.6	punātu te parisrutaṃ somaṃ sūryasya duhitā / vāreṇa śaśvatā tanā
2.3.8.7	vāyoḥ pūtaḥ pavitreṇa pratyaṅ somo atisrutaḥ / indrasya yujyaḥ sakhā
2.3.8.8	kuvid aṅga yavamanto yavaṃ cid yathā dānty anupūrvaṃ viyūya / ihehaiṣāṃ kṛṇuta bhojanāni ye barhiṣā namauktiṃ na jagmuḥ
2.3.8.9	upayāmagṛhīto 'si
2.3.8.10	acchidrāṃ tvācchidreṇāśvibhyāṃ juṣṭaṃ gṛhṇāmi
2.3.8.11	eṣa te yoniḥ
2.3.8.12	aśvibhyāṃ tvā
2.3.8.13	upayāmagṛhīto 'si
2.3.8.14	acchidrāṃ tvācchidreṇa sarasvatyai juṣṭaṃ gṛhṇāmi
2.3.8.15	eṣa te yoniḥ
2.3.8.16	sarasvatyai tvā
2.3.8.17	upayāmagṛhīto 'si
2.3.8.18	acchidrāṃ tvācchidreṇendrāya sutrāmṇe juṣṭaṃ gṛhṇāmi
2.3.8.19	eṣa te yoniḥ
2.3.8.20	indrāya tvā sutrāmṇe
2.3.8.21	yad atra śiṣṭaṃ rasinaḥ sutasya yam asyendro apibañ śacībhiḥ / ahaṃ tam asya manasā ghṛtena somaṃ rājānam iha bhakṣayāmi
2.3.8.22	nānā hi vāṃ devahitaṃ sadas kṛtaṃ mā saṃsṛkṣāthāṃ parame vyoman / surā tvam asi śuṣmiṇī soma eṣa mā mā hiṃsiṣṭaṃ svaṃ yonim āviśantau
2.3.8.23	dve srutī aśṛṇavaṃ pitṝṇām ahaṃ devānām uta martyānām / yābhyām idaṃ viśvam ejat sameti yad antarā pitaraṃ mātaraṃ ca
2.3.8.24	ye bhakṣayanto na vasūny ānaśur yān agnayo anvatapyanta dhiṣṇyāḥ / yā teṣām avayā duriṣṭiḥ sviṣṭiṃ nas tāṃ viśvakarmā kṛṇotu
2.3.8.25	ayajñiyān yajñiyān manyamānaḥ prāṇasya vidvānt samare na dhīraḥ / eno mahac cakṛvān baddha eṣa taṃ viśvakarman pramuñcā svastaye
2.3.8.26	yajamānam ṛṣayā enasāhur vihāya prajām anutapyamānāḥ / madhavyau stokā apa tau rarādha saṃ nas tābhyāṃ sṛjatu viśvakarmā
2.3.9.1	kuvalasaktubhir āśvinaṃ śrīṇāti
2.3.9.2	badarasaktubhir aindram
2.3.9.3	karkandhusaktubhiḥ sārasvatam
2.3.9.4	vāg vai sarasvatī
2.3.9.5	vācaivāsmint svādumānaṃ dadhāti
2.3.9.6	atha yainam asā aślīlaṃ vāg abhivadati
2.3.9.7	atyapaviṣṭa vyārdhiṣṭeti
2.3.9.8	sainaṃ punaḥ kalyāṇaṃ vadati
2.3.9.9	siṃhā adhvaryur dhyāyati
2.3.9.10	vyāghrau pratiprasthātā
2.3.9.11	vṛkau yajamānaḥ
2.3.9.12	eṣā surā bhavati
2.3.9.13	sa yair eva tad indriyair vīryair vyṛdhyate tāny asminn āptvā dhattaḥ
2.3.9.14	brāhmaṇasya mūrdhant sādyā
2.3.9.15	medhyatvāya
2.3.9.16	annaṃ vai surā
2.3.9.17	medhyaṃ vā annam
2.3.9.18	tena medhyā
2.3.9.19	ekā puroruk
2.3.9.20	ekā yājyā
2.3.9.21	ekadhāsmin vīryaṃ dadhāti
2.3.9.22	brāhmaṇaḥ pāyayitavyaḥ
2.3.9.23	tena haviḥ kriyate
2.3.9.24	ātmanā peyā
2.3.9.25	ātmann eva vīryaṃ dhatte
2.3.9.26	agnau sarvā hotavyāḥ
2.3.9.27	samṛddhyai
2.3.9.28	madhyato vā eṣa pāpmanā gṛhītaḥ
2.3.9.29	yat samayā vyeti madhyata evainaṃ pāpmano muñcati
2.3.9.30	yad āhavanīye juhuyān na pāpmanā vyāvarteta kriyeta bheṣajam
2.3.9.31	atha yad dakṣiṇe juhoti vi pāpmanāvartate kriyate bheṣajam
2.3.9.32	atha yad vikṣārayati evam iva hy eṣa vikṣarati
2.3.9.33	śatakṣaro bhavati
2.3.9.34	śatāyur vai puruṣaḥ śatavīryaḥ
2.3.9.35	āyur eva vīryam āpnoti
2.3.9.36	yad vā etasya vyārdhi yat prāmāyi pitṝn vā etasya tad agan
2.3.9.37	yat pitṛmatībhir anumantrayante pitṛbhya evainaṃ tena samīrayanti
2.3.9.38	yat tisras tṛtīye hi loke pitaraḥ
2.3.9.39	atha yac catvāro digbhya evainaṃ tena samīrayanti
2.4.1.1	viśvarūpo vai tvāṣṭra āsīt triśīrṣāsurāṇāṃ svasrīyaḥ
2.4.1.2	sa somam ekena śīrṣṇāpibat
2.4.1.3	surām ekena
2.4.1.4	annam ekenāvayat
2.4.1.5	sa indro 'manyata
2.4.1.6	ayaṃ vāvedaṃ bhaviṣyatīti
2.4.1.7	tena samalabhata
2.4.1.8	tena yugaśaram apatat
2.4.1.9	sa takṣāṇaṃ tiṣṭhantam abravīt
2.4.1.10	ādhāvemāny asya śīrṣāṇi chinddhīti
2.4.1.11	tasya takṣopaskandya paraśunā śīrṣāṇy achinat
2.4.1.12	tasmāt takṣṇe śiro dhṛtam
2.4.1.13	tasmād asyānnam anādyam
2.4.1.14	tasya yat somapaṃ śirā āsīt sa kapiñjalo 'bhavat
2.4.1.15	yat surāpaṃ sa kalaviṅkaḥ
2.4.1.16	yenānnam āvayat sa tittiriḥ
2.4.1.17	sa vai tvaṣṭā putre hate somam āharad ṛta indram
2.4.1.18	tam adhaḥ śataśale 'sunot
2.4.1.19	atho āhuḥ sahasraśalā iti
2.4.1.20	tasmin vā indra upahavam aicchata
2.4.1.21	taṃ nopāhvayata
2.4.1.22	taṃ prāsahādāya nāḍyā nirapibat
2.4.1.23	sa somapīthena vyārdhyata
2.4.1.24	tasmāt somo nānupahūtena peyaḥ
2.4.1.25	somapīthena ha vyardhuko bhavati
2.4.1.26	yad ito 'mucyata tau siṃhā abhavatām
2.4.1.27	yad itas tau vyāghrau
2.4.1.28	yad itas tau vṛkau
2.4.1.29	yat prathamaṃ niraṣṭhīvat tat kuvalam abhavat
2.4.1.30	yad dvitīyaṃ tad badaram
2.4.1.31	yat tṛtīyaṃ tat karkandhuḥ
2.4.1.32	yad adhastāt sā surā
2.4.1.33	taṃ vā etayāśvinā ayājayatāṃ sautrāmaṇyā
2.4.1.34	sa yair eva tad indriyair vīryair vyārdhyata tāny asminn āptvādhattām
2.4.1.35	somenātipupuvānaṃ yājayet
2.4.1.36	indriyeṇa vā eṣa vīryeṇa vyṛdhyate yaṃ somo 'tipavate
2.4.1.37	yāvad evendriyaṃ vīryaṃ tad asminn āptvā dadhāti
2.4.1.38	rājasūyenābhiṣiṣicānaṃ yājayet
2.4.1.39	indriyeṇa vā eṣa vīryeṇa vyṛdhyate yo rājasūyenābhiṣiñcate
2.4.1.40	yāvad evendriyaṃ vīryaṃ tad asminn āptvā dadhāti
2.4.1.41	bhūtikāmaṃ yājayet
2.4.1.42	indriyeṇa vā eṣa vīryeṇa vyṛdhyate yo 'laṃ bhūtyai san na bhavati
2.4.1.43	yāvad evendriyaṃ vīryaṃ tad asminn āptvā dadhāti
2.4.1.44	jyogāmayāvinaṃ yājayet
2.4.1.45	indriyeṇa vā eṣa vīryeṇa vyṛdhyate yasya jyog āmayati
2.4.1.46	yāvad evendriyaṃ vīryaṃ tad asminn āptvā dadhāti
2.4.1.47	nānārtena yaṣṭavyam
2.4.1.48	ity āhuḥ
2.4.1.49	ārtayajña iva hy eṣa
2.4.1.50	tad āhuḥ
2.4.1.51	yaṣṭavyam eva
2.4.1.52	sarvo hi puruṣā ārtaḥ sarvo bubhūṣati
2.4.1.53	yad āśvinī
2.4.1.54	aśvinau hy abhiṣajyatām
2.4.1.55	yat sārasvatī
2.4.1.56	vāg vai sarasvatī
2.4.1.57	vācā hy abhiṣajyatām
2.4.1.58	yad aindrī
2.4.1.59	indre hi tau tānīndriyāṇi vīryāṇy āptvādhattām
2.4.2.1	sīsena klībāt kāryā
2.4.2.2	anṛtaṃ vai sīsam
2.4.2.3	anṛtaṃ klībaḥ
2.4.2.4	anṛtaṃ surā
2.4.2.5	anṛtenaivānṛtād anṛtaṃ krīṇāti
2.4.2.6	tad āhuḥ
2.4.2.7	kāryā vaḍabā dakṣiṇeti
2.4.2.8	sṛtvarīva hy eṣā sṛtvarī vaḍabā
2.4.2.9	āśvinaṃ prathamam ālabhante
2.4.2.10	atha sārasvatīm
2.4.2.11	athaindram
2.4.2.12	evam eva vapābhiś carati
2.4.2.13	indra evaiṣu tad adhibhavati
2.4.2.14	aindraḥ punaḥ pracaratāṃ prathamo bhavati
2.4.2.15	indraṃ vā etat punar ālabhante
2.4.2.16	sendriyatvāya
2.4.2.17	aindrī vapānām uttamā bhavaty aindraḥ puroḍāśānāṃ prathamaḥ
2.4.2.18	vīryaṃ vā indraḥ
2.4.2.19	vīrye evainam abhisaṃdhattaḥ
2.4.2.20	prasavāya sāvitraḥ
