1.1.1.1	The Upacharavidhi is the Upacharavidhana.
1.6.4.21	Before the Svishtakrit, he offers six oblations of ghee: "To the one with a hundred weapons, with a hundred powers, with a hundred songs, the conqueror of enemies, the one who leads us through a hundred autumns, Indra, to the other side of all evil, these four paths between the sky and earth, the two worlds, may they be traversed. Among them, whoever brings the ghee, to him may all the gods give. May the spring, summer, and autumn months be sweet, and may the winter and autumn months be well-placed. May we be free from fear among those hundred-autumnal seasons, the seasons. May we be protected by the great ones, the annual, biennial, triennial, and perennial seasons. May we have a share in their good fortune, the ones worthy of sacrifice. May we live long and be unharmed. This is the annual, biennial... May it nourish us, the one who is not to be neglected. May this day be yours. May Prajapati generate our offspring." This is the sixth verse.
1.6.4.22	The sacrificer eats the Iḍā of the single-pot-dwelling Svishtakṛt.
1.6.4.23	The sacrificer eats the Idā.
1.6.4.24	They mixed this barley with honey, they sowed it on Sarasvati, Indra was the lord of the plough, the hundred-armed one, the Maruts were the sowers, the givers of good gifts. This is for barley.
1.6.4.25	May the gods have chosen for us the good and the auspicious. By your grace we have obtained you. May you enter us as a friend of our father. May you be auspicious to our offspring and our bodies. Thus of the Vrihi grains.
1.6.4.26	May Agni eat first, for he knows how to make the oblation auspicious for us. May the all-knowing one make the plants. Thus of the Shyamaka grains in spring. Of the Venuyava grains.
1.6.4.27	The calf born first is the Dakṣiṇā.
1.6.4.28	One who is hungry, having performed a sacrifice with Śyāmāka, should give a calf of a tawny colour and a garment.
1.6.5.1	One who has been deprived of the rites performed on the full moon day, having fasted on the previous full moon day, should offer a cake on twelve potsherds to Agni Vaiśvānara.
1.6.5.2	One should release the fire that is burning on the full moon.
1.6.5.3	The re-establishment of the fire is explained in the Agni-adhyaya.
1.6.5.4	We shall now describe the modifications.
1.6.5.5	As prescribed, in the rainy season or in autumn, on the day of the full moon or on the day of Anuradha.
1.6.5.6	In the collection of materials, one should make darbha grass and upol grass.
1.6.5.7	One kindles the fire three times with the three verses, "What another has angrily cast upon you out of anger," each time.
1.6.5.8	Again, may the Adityas, Rudras, and Vasus kindle you. Thus he offers six oblations of continuity before the full oblation.
1.6.5.9	The Agniya offering with five potfuls of cooked rice, the Vibaktis, the offerings to the Praja and Anuyaja deities, and the Ajya Bhaga offerings to Agni are offered.
1.6.5.10	He offers an oblation before the Praja offerings, saying, "Return with energy again."
1.6.5.11	At the time of the Dakṣiṇā, the garment should be given again, the chariot again, the bull again, the gold, silver, and the Agni-adheyika Dakṣiṇās.
1.6.5.12	"Having said, "Return with wealth," he offers four oblations after the Anuyājas."
1.6.5.13	In the case of a person who has died without desire, one should not perform the Saminddhanī rites.
1.7.1.5	One should perform the Vaishvadev sacrifice on the eastern slope of a hill in the spring season, on the full moon days of Phalguna and Chaitra.
1.7.1.6	One should not shave the head or beard on the Upavasatha day of the Caturmasya sacrifices.
1.7.1.7	Having brought a branch suitable for the vow, one should drive away the calves.
1.7.1.8	One should offer the cows with the words "May the cows flourish for the gods, for all the gods, for the share of the gods."
1.7.1.9	Prasuna, Prastara, the three parts of the sacrificial grass and wood are arranged silently. The third part is arranged with a mantra. The wood is arranged silently.
1.7.1.10	The milking is equal.
1.7.1.11	After milking three times, he releases his speech after reciting three times, "Milk for the three, milk for the many, offering to all the gods."
1.7.1.12	"For all the gods, I offer thee a share with Soma." He offers.
1.7.1.13	It is accomplished by the purpose of the vessel.
1.7.1.14	He places the ladle and the second vessel for clarified butter, the spoon for the Pṛṣadājya and the Upabṛt in succession.
1.7.1.15	It is done by the purpose of offering.
1.7.1.16	He offers five oblations beginning with the one to Agni on eight potsherds, to the Maruts who are self-luminous, on seven potsherds, and to Heaven and Earth on one potsherd.
1.7.1.17	The oblations are accomplished by the pouring of the oblations.
1.7.1.18	He pours out the oblations before the pouring of the potsherds.
1.7.1.19	Having poured out, he places the potsherds (in the fire).
1.7.1.20	He milks the morning milking.
1.7.1.21	The cakes of the purified grains are offered to Pūṣan.
1.7.1.22	Pūṣan is the receiver of the cakes in all places.
1.7.1.23	The oblations are placed in order.
1.7.1.24	Having placed the oblation for Maruts, he takes the evening milk from the morning milking and makes it into curds.
1.7.1.25	This curds is explained in all places.
1.7.1.26	Having poured out the clarified butter, he pours out curds for the Pṛṣadājya. The curds have the same rite as the clarified butter.
1.7.1.27	It is accomplished when the ladles are wiped.
1.7.1.28	The wiping is common to the ladles and the vessel for keeping the Pṛṣhadājya.
1.7.1.29	It is completed when the clarified butter is taken.
1.7.1.30	Having taken up four spoonfuls of clarified butter, he should pour it twice into the vessel for the Pṛṣadājya, and having brought curds, he should pour them once and make it into Pṛṣadājy.
1.7.1.31	Having poured it once, he should pour twice during the rainy season.
1.7.1.32	The preparation of clarified butter is complete.
1.7.1.33	The preparation is the same for the Upabhṛt and the vessel for the Prṣadājya.
1.7.1.34	The removal is complete.
1.7.1.35	Having made the oblation of milk for the Vājinis, he places the Vājinī-oblation on the heap, before pouring it.
1.7.1.36	Having adorned the oblations in order, he takes them up.
1.7.1.37	It is accomplished by touching.
1.7.1.38	Before touching, he proceeds with the churning.
1.7.1.39	At the junction of the northern and western enclosing sticks, he places the churning stick, saying, "You are the generator of Agni."
1.7.1.40	Having placed two darbha-blades with their tips pointing east and not cut off, on them, he says, "You are the Urvashi." Having placed the lower churning-stick with cotton and water behind them, and the upper churning-stick with its root towards the east, he anoints the hole with ghee three times, saying, "You are life."
1.7.1.41	He joins them, saying, "Pururava are you."
1.7.1.42	"Recite to Agni being churned." He makes him recite thus.
1.7.1.43	He churns clockwise three times, saying, "You are Gāyatrī, you are Tristubh, you are Jagat."
1.7.1.44	"To Agni being born." To the one being born.
1.7.1.45	"To Agni going forth." To the one going forth.
1.7.1.46	Having gone around along the northern end of the altar, and having begun the recitation, he strikes the wooden sword with the formula ending with "Svāhā" and places it on the fire with the formula, "May Agni and Agni move forward."
1.7.1.47	He offers with the ladle with the formula, "Agni moves forward."
1.7.1.48	Having placed the ladle filled with clarified butter, he touches the five Hotrā-priests and the Cāturmāsya-priests with the formula,
1.7.2.1	The Prajapa-tithi is accomplished up to the Prajapa-offerings.
1.7.2.2	One offers nine Prajapa-oblations, calling out (to the Hotri).
1.7.2.3	Having offered three, he offers the remaining three. Having offered two, he offers the last one. Having offered all, he steps across and pours clarified butter over the oblations in the order of their offering, except the Upamshus.
1.7.2.4	The Prajapa-stithi is accomplished up till the Prajapa offerings.
1.7.2.5	One performs the Upamshupurodhas with one potsherd each, silently.
1.7.2.6	The Svishtakrit is accomplished.
1.7.2.7	He offers the names of the months beginning with "To Madhu, svāhā" at the Svishtakrit, four at the Vaishvadev, four at the Varunaprastha, four at the Sākamedha, and one at the Shunashīrya.
1.7.2.8	At the time of giving Dakshina, the calf born first is given as Dakshina.
1.7.2.9	The Anuyajas are accomplished.
1.7.2.10	Having brought the clarified butter in the Juhu, he makes the Anushtubh offerings.
1.7.2.11	He takes up the Vāja-cup, the Upabhṛt and the vessel of clarified butter, puts it down, takes it up, puts it together and puts it aside.
1.7.2.12	He releases the two ladles at the Vedaṃsayas, saying, "You are the two ladle-bearers of the sacrificer, the two who are to be protected."
1.7.2.13	Standing above the altar, he pours the Soma into the ladle, flowing along the sacrificial grass. He takes the Vājinī draught.
1.7.2.14	He makes the Hotṛ recite the formula, "Do thou recite for the Vājinīs."
1.7.2.15	Having announced (the offering), he instructs, "Do thou offer the Vājinis."
1.7.2.16	Having offered the oblation with the Vasat and Anuvṣat calls, he offers the remaining oblations in the directions, saying, "To the directions, svāhā." Having begun from the eastern half of the directions, he offers clockwise, with the fifth in the middle and the sixth in the eastern half.
1.7.2.17	Having divided the remaining oblations, he says, "You have been invoked, invoke." They say, "We have been invoked, let us invoke."
1.7.2.18	The priests and the sacrificer eat, saying, "May the drops not enter, may the drops not enter; may the drops of the veins enter. May you be filled with my juice. May the strong ones carry my sacrifice." The Hotṛ eats first.
1.7.2.19	The Samit-offering is accomplished.
1.7.2.20	Having twice filled the Dhruvā vessel, he offers two Samit-offerings, saying, "This is your sacrifice. The gods know the path."
1.7.2.21	The sacrificer says, "May we have prosperity for a year."
