1.1.1	We shall explain the Upanayana.
2.3.4	In the same way, the king of the pillars is raised, and he touches it in the same way.
2.3.5	"O Ritu, climb the pillar, the strong bamboo, shining, repelling the foes. Then give us wealth with all heroes." Thus he places the bamboo of the back.
2.3.6	"O wife of the mind, the shelter, the gentle one, measured by the gods, wearing grass, may you be well-disposed. May you be auspicious to the bipeds and the quadrupeds." Thus he touches the name of the bamboo.
2.2.4	He offers these oblations in front of him. The place of Ida, moving and moving on ghee, O Jātavedas, accept this oblation. Whatever domestic animals there are of various forms, may their seven enjoyments be here for prosperity. Svāhā. The night which the gods welcome like a coming cow, the wife of the year, may she be auspicious for us. Svāhā, the Full Moon, increasing, passing from one half-month to another, may she protect us with fullness. Svāhā! May she be auspicious for the cattle, for the wives, auspicious at night, auspicious by day, arranging the year, may you be a wish-yielding cow for us. Svāhâ. You have come to fullness from behind, O Agni, O Prajāpati.
2.4.1	We shall now describe the entering of the house.
2.4.2	In the increasing fortnight, on an auspicious constellation, having kindled the fire in the inner room, having offered oblations with the Jaya and Abhyatana mantras and the Rashtrabhrit mantra, one offers these two oblations to Vastosapat.
2.2.5	Thus three. Then he offers to Agni Svishtakrit with the formula, "Svāhā to Agni Svishta-krit."
2.2.6	Now the descent in the winter season.
2.2.7	Where he is about to descend, he stands up. He says, "I stand in the kingdom, I stand in the country, I stand in horses, I stand in cows, I stand in progeny, in the auspicious and soft earth, may you be our protector, free from harm, the one who establishes, may you give us protection and prosperity."
2.3.1	We shall explain the rites related to the hall.
2.4.3	O Vastospati, be our protector, the bestower of cattle, the bestower (of cattle) with cattle and horses, O Indra, the immortal. May we be in thy friendship like sons to their father. Accept us. Svāhā. Go beyond death, follow the path which is other than the path of the gods. O Vastospati I speak to thee who hearest. Do not injure our progeny, nor our heroes. Svāhā.
2.4.4	He touches the ground with the formula, "I stand in the kingdom, in the country." With the two formulas, "This is the best abode that I have come to. May heaven and earth be auspicious to me. May the directions be free from disease. May there be cattle, wealth, horses, energy, and good heroes." With this one.
2.3.2	When he is about to build a house, he should feed Brahmins on the full-moon day of a meritorious asterism, and then, having written down the Dhruva verse, he should erect the house. May the house stand firm, with ghee flowing. May all the heroes, the well-heroes, the unharmed-heroes follow you, O house. He erects the southern door-pillar: May the house stand firmly here, with horses, with cows, with truth, with energy, with milk, with ghee. May it be erected for great prosperity.
2.3.3	"O Uttara, the young calf, the youthful one, has come to you with the moving (earth). The jar has come to you from the pot, the pitcher has come to you." He touches (the earth) at the junction.
2.3.4	In the same way, the king of the pillars is raised, and he touches it in the same way.
2.3.5	"O Ritu, climb the pillar, the strong bamboo, shining, repelling the foes. Then give us wealth with all heroes." Thus he places the bamboo of the back.
2.3.6	"O wife of the mind, the shelter, the gentle one, measured by the gods, wearing grass, may you be well-disposed. May you be auspicious to the bipeds and the quadrupeds." Thus he touches the name of the bamboo.
2.5.3	Having made the refuge, sprinkle the house with the following seven things: Udumbara leaves, Palasha leaves, holes, barley, cowdung, Shaddala, and honey. The house and the site should be sprinkled with these.
2.5.4	The ocean becomes full, the fire blazes.
2.5.5	He makes the brahmin enter first.
2.5.6	He says to the brahmin, "Enter."
2.4.1	We shall now describe the entering of the house.
2.4.2	In the increasing fortnight, on an auspicious constellation, having kindled the fire in the inner room, having offered oblations with the Jaya and Abhyatana mantras and the Rashtrabhrit mantra, one offers these two oblations to Vastosapat.
2.5.7	"May you enter with life, radiance and glory." Thus permitted by the Brahmins, he enters, saying, "I take refuge in the earth, I take refuge in the sky, I take refuge (in the goddess) Shri. May Shri enter me."
2.5.8	Having entered the house of the Brāhmaṇa, having offered the oblations with the Jāyābhītānas, having offered to Agni, the gods praise him. Agni is the lord of the gods, the purifier, the bearer of oblations. I take refuge in you, O god, with my sons and relatives, Svāhā. With my wife, my ministers, and my friends, in the evening, to Agni, Svāhā.
2.4.3	O Vastospati, be our protector, the bestower of cattle, the bestower (of cattle) with cattle and horses, O Indra, the immortal. May we be in thy friendship like sons to their father. Accept us. Svāhā. Go beyond death, follow the path which is other than the path of the gods. O Vastospati I speak to thee who hearest. Do not injure our progeny, nor our heroes. Svāhā.
2.4.4	He touches the ground with the formula, "I stand in the kingdom, in the country." With the two formulas, "This is the best abode that I have come to. May heaven and earth be auspicious to me. May the directions be free from disease. May there be cattle, wealth, horses, energy, and good heroes." With this one.
2.5.9	Having worshipped Agni, he worships the king: "Your gift is the strength in the kingdom, your fulfillment sustains life here. O golden-colored one, O lord of wealth, accomplish my purpose, svāhā! To Kubera, svāhā. To the great king, svāhā."
2.5.10	Having worshipped the king, he worships Indra, the god of the gods: "The protector, Indra, Indra has been increased by all."
2.5.11	Having magnified Indra, he magnifies the All-gods. The All-gods are the All-gods, with two (verses) he magnifies the all-gods.
2.5.3	Having made the refuge, sprinkle the house with the following seven things: Udumbara leaves, Palasha leaves, holes, barley, cowdung, Shaddala, and honey. The house and the site should be sprinkled with these.
2.5.4	The ocean becomes full, the fire blazes.
2.5.5	He makes the brahmin enter first.
2.5.6	He says to the brahmin, "Enter."
2.5.7	"May you enter with life, radiance and glory." Thus permitted by the Brahmins, he enters, saying, "I take refuge in the earth, I take refuge in the sky, I take refuge (in the goddess) Shri. May Shri enter me."
2.6.1	Then he offers five times, having placed the fire in five places: "I offer intelligence to the mind, svāhā. I offer the mind to intelligence, svāhā." "I offer faith to austerity, svāhā, I offer austerity to faith, svāhā." I open the mouth of death, svāhā." "The gods who are in front, with Agni as their eyes, destroyers of demons, may they protect us, may they help us. To them be salutations, to them be salutations. Svāhā. I resort to this peaceful end, svāhā.” The gods who are on the right side, the gods who are in the rear, the gods who are on the left side, the gods above, with Jupiter as their eyes, the destroyers of demons, they may protect us, they may help us. To those be salutations, svāhā! I resort to this peace and end, svāha! The full one is behind. This is for me, O Varuna. I go to you. You, O Agni, are that. You, O Agnīya, are that. You, O Agni, have come. You, O Agneyya, have come. The untainted ones and those who have come. Whatever deed of yours has gone beyond the limit, O Prajapati, svāhā!"
