1.1.1	We shall explain the Upanayana.
1.20.2	She is to be recited, turning towards the west, with the right shoulder in front, with the formula, "May she be the eye of the good, the slayer of the wicked, the auspicious one, the well-willed one, the well shining one, the life-giver, the hero-giver, the gentle one, the giver of good, the giver of peace to the two-footed and the four-footed. May she be the giver of peace. O Pusan, may you make her the most auspicious one, in whom men sow seeds. In whom the well-wishing ones are resting, in whom the well-wishers are striking the sheath. Soma first knew, Gandharva knew the next, Agni knew the third, you are the lord of the fourth, I am born of men. Soma gave to Gandharva, Gandharva gave to Agni, Agni gave me cattle and sons. Now I have taken you. You are heaven, I am earth. You are Sama, I am Rik. You are the two, let us come together and deposit the semen for the son, for the son who knows, for the son, the knower, for the son. For the son who knows. For the son, the one who knows. For wealth, for prosperity, for good offspring, for good strength. This daughter of yours, O Indra, the well-born one, the well favored one, make her the one with ten sons, make her the eleventh husband."
1.19.9	Having spread two darbha-blades towards the east and west, with their tips towards the north, beyond the fire, they stand on them, facing each other.
1.20.3	Having placed her in the proper position, he pours two handfuls of parched grains on her palms anointed with clarified butter, with the verse, "I pour these parched grains for prosperity, for your and my affection. May Agni approve of this."
1.20.4	Having sprinkled, this woman, while reciting the verse, "May my husband live long, may my kinsmen prosper. Svāhā!" offers oblations with her joined palms.
1.20.1	Facing east, he should take the hand of one facing west, or vice versa. If one desires to generate a male, one should take the thumb. If one desires a female, one should take all the fingers. If one desires both, one should take both the thumb and the fingers together with the hair. "O Sarasvati, like a horse, like a swift one, like a good one, I have placed you in front of the offspring of all beings. I take your hand for the sake of good offspring, so that I may be with my husband as long as the sun shines. Bhaga, Aryaman, Savitar, Purandhi, may you give me the household fire."
1.20.5	"With life, with life" (he says) while raising (the fire). "May we, with thy help, cross over all difficulties, like a stream. May we overcome the enemies." Having circumambulated the fire clockwise, he scatters the parched grains in the same way.
1.20.6	Having circumambulated a second time, he scatters parched grains in that way.
1.20.7	Having gone around a third time, he offers the Sauviṣṭakṛtī.
1.20.8	Here some offer the Jāyābhyatāna and the Rāṣṭrabhṛt oblations as before.
1.20.9	He then proceeds in the steps of Viṣṇu towards the east or the west of the fire.
1.20.10	Then he instructs her, "Proceed with the right foot and follow with the left foot. Do not step over the right foot with the left."
1.21.1	May Vishnu follow thee for one (portion) of food; may Vishnu follow thee for two (portions) of food; for three (portions) may Vishnu follow thee; may Vishnu follow for four (portions) for the sake of the divine; may Vishnu follow five (portions) in the cattle; may Vishnu follow six (portions) to increase the wealth; may Vishnu follow seven (portions) according to the seven offices.
1.21.2	Having placed the seventh step, he recites: "You two have become friends for seven steps. May I go to friendship from your friendship. May I not be a woman. May I not become a woman."
1.21.3	Then, stepping on his right foot with his right foot, and rubbing his right shoulder with his right hand, he touches the heart region as before.
1.20.2	She is to be recited, turning towards the west, with the right shoulder in front, with the formula, "May she be the eye of the good, the slayer of the wicked, the auspicious one, the well-willed one, the well shining one, the life-giver, the hero-giver, the gentle one, the giver of good, the giver of peace to the two-footed and the four-footed. May she be the giver of peace. O Pusan, may you make her the most auspicious one, in whom men sow seeds. In whom the well-wishing ones are resting, in whom the well-wishers are striking the sheath. Soma first knew, Gandharva knew the next, Agni knew the third, you are the lord of the fourth, I am born of men. Soma gave to Gandharva, Gandharva gave to Agni, Agni gave me cattle and sons. Now I have taken you. You are heaven, I am earth. You are Sama, I am Rik. You are the two, let us come together and deposit the semen for the son, for the son who knows, for the son, the knower, for the son. For the son who knows. For the son, the one who knows. For wealth, for prosperity, for good offspring, for good strength. This daughter of yours, O Indra, the well-born one, the well favored one, make her the one with ten sons, make her the eleventh husband."
1.20.3	Having placed her in the proper position, he pours two handfuls of parched grains on her palms anointed with clarified butter, with the verse, "I pour these parched grains for prosperity, for your and my affection. May Agni approve of this."
1.21.4	"Thou art the knot of the vital airs; do thou not be loosened." Thus he says while touching the region of the navel.
1.21.5	Having seated her facing the east, beyond the fire, and standing in front of her, he sprinkles her with water with the three verses, "The waters are firm, the bestower of wealth," and with the four verses, "Golden-coloured, pure, shining," and with the Anuvaka, "Pavamana, the bestower."
1.20.4	Having sprinkled, this woman, while reciting the verse, "May my husband live long, may my kinsmen prosper. Svāhā!" offers oblations with her joined palms.
1.21.6	Here seeds are sown.
1.22.1	Then they let it flow or cause it to flow.
1.22.2	They follow the fire in unison.
1.22.3	It should always be carried.
1.22.4	The fire should be stirred after following it, and it should be brought from the house of a learned person.
1.22.5	Fasting is observed by the wife or husband of one who has followed.
1.20.5	"With life, with life" (he says) while raising (the fire). "May we, with thy help, cross over all difficulties, like a stream. May we overcome the enemies." Having circumambulated the fire clockwise, he scatters the parched grains in the same way.
1.20.6	Having circumambulated a second time, he scatters parched grains in that way.
1.20.7	Having gone around a third time, he offers the Sauviṣṭakṛtī.
1.22.6	Having reached the house, he instructs her to advance with the right foot first, saying, "Do not step over the threshold."
1.22.7	Having placed her in the eastern half of the house, he makes her accept.
1.22.8	Placing the red ox-hide with the neck towards the east and the hair towards the north, he spreads it out.
1.20.8	Here some offer the Jāyābhyatāna and the Rāṣṭrabhṛt oblations as before.
1.20.9	He then proceeds in the steps of Viṣṇu towards the east or the west of the fire.
1.20.10	Then he instructs her, "Proceed with the right foot and follow with the left foot. Do not step over the right foot with the left."
1.22.9	At that time the wife sits facing east or north, the husband facing west. After that, the wife sits behind the husband. "Here may the cows sit, here the horses, here the men, here may Pūṣan, the giver of a thousand gifts, sit."
1.22.10	They observe silence until the rising of the stars.
1.21.1	May Vishnu follow thee for one (portion) of food; may Vishnu follow thee for two (portions) of food; for three (portions) may Vishnu follow thee; may Vishnu follow for four (portions) for the sake of the divine; may Vishnu follow five (portions) in the cattle; may Vishnu follow six (portions) to increase the wealth; may Vishnu follow seven (portions) according to the seven offices.
