#Author:Keśava
#Text:Kauśikasūtrapaddhati
#Comments:Kauśikasūtra
#Data entry:Arlo Griffiths
#Notes:Markup complete.
#Todo:final formatting! “'” is used for marking quotations and avagraha.


1.1.1.[1]	athaśabda ānantaryārthaḥ /
4.5.14.[5]	samāptaṃ sarpaviṣabhaiṣajyam /
4.5.14.[6]	ekavyādhau yatra bahūni karmāṇi vihitāni tatraikaṃ vā kuryāt karmabāhulyād dve vā sarvāṇi vā /
4.5.14.[7]	'sarvatra hastahome na tantram' iti vacanāt //
4.5.14.[8]	atha duṣṭavaktṝṇāṃ mukhabandhanamucyate
4.5.15.[1]	'ekā ca me' 'yadyekavṛṣo'si' iti sūktābhyāṃ kulapallavān madhūdakaṃ caitat tritayamekatra kṛtvābhimantrya tato vyādhita pāyayati /
4.5.15.[2]	duṣṭavaktṛmukhabandhanabhaiṣajyam /
4.5.15.[3]	duṣṭapuruṣāḥ parokṣe na vadanti //
4.5.16.[1]	'yadyekavṛṣaḥ' iti sūktena bhojanamabhimantrya bhakṣayati /
4.5.16.[2]	śāpabhaiṣajyam /
4.5.16.[3]	akṛtavatkṛtapāpabhaiṣajyam //
4.5.17.[1]	'yadyekavṛṣaḥ' iti sūktena gṛhadvāraṃ dadātyapidadhātītyarthaḥ /
4.5.17.[2]	praviśatītyarthaḥ /
4.5.17.[3]	duṣṭavaktṛmukhabandhane brāhmaṇaśāpe ca bhaiṣajyam //
4.5.17.[4]	atha jvarabhaiṣajyamucyate
4.5.18.[1]	'agnistakmānam' iti sūktena lājān pāyayati /
4.5.18.[2]	sarvajvarabhaiṣajyam //
4.5.19.[1]	abhyātānāntaṃ kṛtvā 'agnistakmānam' iti sūktena tāmrasruveṇa mūrdhni sampātānānayati /
4.5.19.[2]	tata uttaratantram /
4.5.19.[3]	etasmin tantre dāvāgnipraṇayanam /
4.5.19.[4]	samāptaṃ jvarabhaiṣajyam /
4.5.19.[5]	sarvajvare kuryāt //
4.5.19.[6]	atha kṛmibhaiṣajyam ucyate
4.5.20.[1]	abhyātānāntaṃ kṛtvā 'ote me' iti sūktena karīramūlaṃ sampātyabhimantrya badhnāti /
4.5.20.[2]	'ote me' iti sūktena govālaiḥ karīrakāṣṭhaṃ veṣṭayitvā /
4.5.20.[3]	sūktaṃ japitvā pāṣāṇena cūrṇayati /
4.5.20.[4]	tataḥ sūktenāgnau pratapati /
4.5.20.[5]	tataḥ sūktenādadhāti /
4.5.20.[6]	tata uttaratantram /
4.5.20.[7]	kṛmibhaiṣajyam //
4.5.21.[1]	'ote me' iti sūktena grāmapāṃsūn abhimantrya savyena hastena dakṣiṇābhimukho bhūtvā pāṃsūn parikirati /
4.5.21.[2]	sarvakṛmibhaiṣajyam /
4.5.21.[3]	'ote me' iti sūktena pāṃsūnabhimantrya mathitvā hastena kṛmerupari kṣipati /
4.5.21.[4]	'ote me' iti sūktena śāntavṛkṣasamidha ādadhāti /
4.5.21.[5]	kṛmibhañjanam /
4.5.21.[6]	mukhakṛmikarṇakṛmisarvakṛmibhaiṣajyam //
4.5.22.[1]	'ote me' iti sūktena paścādagnermāturutsaṅge bālakaṃ kṛtvā navanītānvaktena musalabudhnena tāluni tāpayati /
4.5.22.[2]	triḥ sūktaprayogaḥ /
4.5.22.[3]	apānakṛmiṃ śirasi vā tasya /
4.5.22.[4]	sarvakṛmibhaiṣajyam //
4.5.23.[1]	'ote me' iti sūktena śigrubījairnavanītamiśritairabhimantrya vyādhideśaṃ pralimpati kṣatadeśam /
4.5.23.[2]	kṛmibhaiṣajyam //
4.5.24.[1]	'ote me' iti sūktenaikaviṃśatyuśīramūlānyabhimantrya tataḥ pāṣāṇena kuṭṭayati /
4.5.24.[2]	tataḥ sūktaṃ japitvośīrāṇyagninā dahati //
4.5.25.[1]	'ote me' iti sūktenaikaviṃśatyuśīrāṇyabhimantrya vyādhitāya samarpayati /
4.5.25.[2]	kṛmibhaiṣajyam //
4.5.26.[1]	'ote me' iti sūktenodakaghaṭamekaviṃśatyuśīrapiñjūlīsahitaṃ sampātyābhimantrya tato vyādhitamāplāvayatyājyatantre /
4.5.26.[2]	kṛmijātānāmakṣikarṇamukhaśironāsikādantakṛmīṇāṃ kṛṣmaśvetapītadṛṣṭānāmadṛṣṭānāṃ ca sarveṣāṃ kṛmīṇāṃ bhaiṣajyam /
4.5.26.[3]	samāptaṃ kṛmibhaiṣajyam //
4.5.26.[4]	atha rākṣasabhaiṣajyamucyate /
4.5.26.[5]	tatrāha
4.5.27.[1]	abhyātānāntaṃ kṛtvā 'ā yaṃ viśanti' ityṛcā vayoniveśanakāṣṭhaśṛtaṃ kṣīraudanaṃ sampātyābhimantryāśnāti /
4.5.27.[2]	tata uttaratantram /
4.5.27.[3]	rākṣasabhaiṣajyaṃ samāptam //
4.5.27.[4]	atha sarpaviṣabhaiṣajyamucyate
4.5.28.[1]	'pari dyāmiva' iti tṛcena sūktena madhuśībhamabhimantrya pāyayati /
4.5.28.[2]	madhukroḍamityarthaḥ /
4.5.28.[3]	sarpaviṣaliṅgyupatāpaḥ //
4.5.29.[1]	'pari dyāmiva' iti sūktenodakamabhimantryācāmayati /
4.5.29.[2]	viṣabhaiṣajyam /
4.5.29.[3]	'pari dyāmiva' iti sūktenodakamabhimantrya samprokṣati /
4.5.29.[4]	viṣabhaiṣajyam /
4.5.29.[5]	'pari dyāmiva' iti sūktena dullakāvajvālitamudakamabhimantryāvasiñcati vyādhitam /
4.5.29.[6]	'pari dyāmiva' iti sūktenāvakaratṛṇānyavajvālitam udakam abhimantryāvasiñcati /
4.5.29.[7]	tantraṃ kṛtvā 'pari dyāmiva' iti sūktenodapātraṃ sampātyābhimantrya pāyayati /
4.5.29.[8]	tata uttaratantram /
4.5.29.[9]	'pari dyāmiva' iti sūktenordhvaphalābhyāṃ viṣadigdhābhyāṃ manthamupamathya tato'bhimantrya pāyayati /
4.5.29.[10]	'pari dyāmiva' iti sūktena madanaphalānyabhimantrya bhakṣayati chardanārtham /
4.5.29.[11]	'pari dyāmiva' iti haridrāṃ sarpiṣyabhimantrya pāyayati /
4.5.29.[12]	samāptaṃ sarpaviṣabhaiṣajyam //
4.5.29.[13]	śleṣmabhaiṣajyamucyate
4.5.30.[1]	udaka idaṃ kriyate /
4.5.30.[2]	apsviṭaṃ kṛtvā tatrāgniṃ prajvālya 'asthisraṃsam' iti sūktena kāṣṭhaśakalaṃ sampātya tena śakalena vyādhitamavasiñcati /
4.5.30.[3]	mārjanamācamanaṃ ca /
4.5.30.[4]	śleṣmabhaiṣajyam /
4.5.30.[5]	na tantram /
4.5.30.[6]	pañcamī kaṇḍikā //29 //
4.6.0.[1]	athākṣirogabhaiṣajyamucyate
4.6.1.[1]	abhyātānāntaṃ kṛtvā 'ābayo anābayo' iti sūktena caturṛcena sarṣapakāṇḍamaṇiṃ sampātyābhimantrya badhnāti /
4.6.1.[2]	sarṣapatailena sampātavantaṃ karoti /
4.6.1.[3]	tantrakṛtenaiva /
4.6.1.[4]	tato'bhyātānādyuttaratantram /
4.6.1.[5]	akṣiroge bhaiṣajyam //
4.6.2.[1]	abhyātānāntaṃ kṛtvā 'ābayo anābayoḥ' iti sūktena sarṣapakāṇḍamaṇiṃ sampātyābhimantrya badhnāti /
4.6.2.[2]	abhyātānādyuttaratantram /
4.6.2.[3]	ājyena pradhānamaṅgāni ca /
4.6.2.[4]	sarṣapatailenābhyajya maṇiṃ tato badhnāti /
4.6.2.[5]	akṣiroge bhaiṣajyam //
4.6.3.[1]	'ābayo' iti sūktena sarṣapaśākaṃ sarṣapatailenābhyaktamabhimantrya vyādhitāya prayacchati /
4.6.3.[2]	akṣiroge //
4.6.4.[1]	'ābayo' iti sūktena catvāri śākavṛkṣaphalānyabhimantrya prayacchati vyādhitāya /
4.6.4.[2]	akṣiroge //
4.6.5.[1]	'ābayo' iti sūktena mūlakṣīraṃ mukhena prāśya tato'bhimantryākṣiṇī āṅkte vyādhitasya /
4.6.5.[2]	mūlakṣīraṃ pāṭikālagnaṃ taducyate //
4.6.6.[1]	tantraṃ kṛtvā 'ābayo' iti sūktena mūlakṣīraṃ sampātyābhimantrya bhakṣayati /
4.6.6.[2]	tata uttaratantram /
4.6.6.[3]	samāptamakṣiroge bhaiṣajyam //
4.6.6.[4]	pittajvarabhaiṣajyamucyate
4.6.7.[1]	tantraṃ kṛtvā 'agnerivāsya dahata eti śuṣmiṇaḥ' iti tṛcena tāmrasruveṇa mūrdhni sampātānānayati /
4.6.7.[2]	tata uttaratantram /
4.6.7.[3]	asmin tantre dāvāgnipraṇayanaṃ kuryāt /
4.6.7.[4]	samāptaṃ pittajvarabhaiṣajyam //
4.6.7.[5]	atha keśavṛddhikaraṇe keśapatane ca bhaiṣajyamucyate
4.6.8.[1]	'imā yāstisraḥ' iti tṛcena sūktena vṛkṣabhūmijātauṣadhibhir avajvālitam udakam abhimantryoṣākāle'vasiñcati /
4.6.8.[2]	keśavṛddhau keśapatane ca bhaiṣajyam /
4.6.8.[3]	uṣākāla idaṃ karma //
4.6.9.[1]	'imā yāstisraḥ' iti sūktena madhusikthakaṃ kvāthayitvābhimantryāvasiñcati /
4.6.9.[2]	uṣākāle 'imā yāstisraḥ' iti sūktena bibhītakāni kvāthayitvābhimantrya vyādhitamavasiñcati /
4.6.9.[3]	keśabhaiṣajyam //
4.6.10.[1]	uṣākāle 'imā yāstisraḥ' iti dāruharidrāharidre ca dvābhyāṃ kvāthayitvābhimantryāvasiñcati /
4.6.10.[2]	samāptaṃ keśavardhanārthaṃ bhaiṣajyaṃ keśapatane ca kṣaye ca //
4.6.10.[3]	atha udaratuṇḍabhaiṣajyamucyate
4.6.11.[1]	'kṛṣṇaṃ niyānam' 'sasruṣīḥ' iti sūktābhyāṃ cittyādyauṣadhyā sahitamudakamabhimantrya tato vyādhitamavasiñcati /
4.6.11.[2]	udaratuṇḍabhaiṣajyam //
4.6.12.[1]	'kṛṣṇaṃ niyānam' 'sasruṣīḥ' iti sūktābhyāṃ maruto yajate pākayajñavidhānena yathā varuṇam /
4.6.12.[2]	'mārutaṃ kṣīraudanaṃ mārutaśṛtaṃ mārutaiḥ paristīya mārutena sruveṇa mārutenājyena varuṇāya trijuhoti' /
4.6.12.[3]	maruto yathā varuṇam /
4.6.12.[4]	'kṛṣṇaṃ niyānam' 'sasruṣīḥ' iti sūktābhyāmājyaṃ juhoti /
4.6.12.[5]	ājyatantre /
4.6.12.[6]	'kṛṣṇaṃ niyānam' 'sasruṣīḥ' iti sūktābhyāmoṣadhīḥ sampātya praveśyābhinyubjati /
4.6.12.[7]	ājyatantre /
4.6.12.[8]	'kṛṣṇaṃ niyānam' 'sasruṣīḥ' iti sūktābhyāṃ cittyādyoṣadhīḥ sampātya viplāvayetodakamadhye /
4.6.12.[9]	jalodare udare ca /
4.6.12.[10]	'kṛṣṇaṃ niyānam' 'sasruṣīḥ' iti sūktābhyāṃ śvaśiro'bhimantryodake viplāvayati /
4.6.12.[11]	eḍakaśiro vā viplāvayatyabhimantrodake /
4.6.12.[12]	'kṛṣṇaṃ niyānam' 'sasruṣīḥ' iti sūktābhyāṃ keśajaradupānahau vaṃśāgre baddhvābhimantrya yodhayati /
4.6.12.[13]	'kṛṣṇaṃ niyānam' 'sasruṣīḥ' iti sūktābhyāmudapātreṇa sampātavatā /
4.6.12.[14]	samprokṣyāmapātraṃ tripāde'śmānamavadhāyāpsu nidadhāti /
4.6.12.[15]	jalodare nābhituṇḍe bṛhadudare bhaiṣajyāni samāptāni //
4.6.12.[16]	atha hṛdayadāghe jalodare kāmale ca bhaiṣajyānyucyante
4.6.13.[1]	'himavataḥ' iti sūktena nadyudakamanulomamāhārya tatra valīkatṛṇāni prakṣipya tato'bhimantrya tato vyādhitamavasiñcati /
4.6.13.[2]	mārjanācamane ca /
4.6.13.[3]	hṛdayadoṣe jalodare kāmale ca bhaiṣajyaṃ samāptam //
4.6.13.[4]	atha gaṇḍamālābhaiṣajyānyucyante
4.6.14.[1]	'pañca ca yāḥ' iti sūktena gopāṃśulikānāṃ pañcāśatpañcādhikā agnau prajvālyādhastādayaḥ samidha ādadhāti //
4.6.15.[1]	agnyupari kapāle parṇān dhṛtvā śrapayati /
4.6.15.[2]	tataḥ sūktaṃ japitvā tenaiva kāṣṭhena gaṇḍamālāṃ limpati //
4.6.16.[1]	'pañca ca yāḥ' iti sūktena śaṅkhaṃ ghṛṣṭvā tato'bhimantrya gaṇḍamālāṃ pralimpati /
4.6.16.[2]	'pañca ca yāḥ' iti sūktena śvānakuvakuralālāmabhimantrya pralimpati /
4.6.16.[3]	'pañca ca yāḥ' iti sūktena jalaukāmabhimantrya gaṇḍamālāyāṃ saṃsarjayati /
4.6.16.[4]	rudhirapravāhaṇārtham /
4.6.16.[5]	'pañca ca yāḥ' iti sūktena gṛhagodhikādi matsyādi abhimantrya gaṇḍamālāyāṃ saṃsarjayati //
4.7.1-4.[1]	'prāgnaye vācam' iti sūktena puroḍāśaṃ juhoti /
4.7.1-4.[2]	'prāgnaye vācam' iti sūktena payo juhoti /
4.7.1-4.[3]	'prāgnaye vācam' iti sūktenodaudanaṃ juhoti 'prāgnaye' iti sūktena pāyasaṃ juhoti /
4.7.1-4.[4]	'prāgnaye vācam' iti sūktena paśuṃ juhoti /
4.7.1-4.[5]	vapāmavadānāni caruṃ ca vaśāvidhānena /
4.7.1-4.[6]	'prāgnaye' iti sūktena vrīhīnāvapati /
4.7.1-4.[7]	rakṣograhabhaiṣajyam /
4.7.1-4.[8]	anuvartate vikāraḥ /
4.7.1-4.[9]	'prāgnaye vācam' iti sūktena yavāñjuhoti /
4.7.1-4.[10]	'prāgnaye' iti tilāñjuhoti /
4.7.1-4.[11]	'prāgnaye' iti dhānā juhoti /
4.7.1-4.[12]	'prāgnaye' iti dadhisaktūñjuhoti /
4.7.1-4.[13]	'prāgnaye' iti sūktena śaṣkulīrjuhoti /
4.7.1-4.[14]	pratyṛcaṃ homaḥ /
4.7.1-4.[15]	'prato yantu' ityacājyaṃ juhoti tantre /
4.7.1-4.[16]	rakṣograhabhaiṣajyam /
4.7.1-4.[17]	'preto yantu' ityṛcā śāntavṛkṣasamidha ādadhāti /
4.7.1-4.[18]	'preto yantu' ityṛcā puroḍāśaṃ juhoti /
4.7.1-4.[19]	'preto yantu' ityṛcā pāyasaṃ juhoti /
4.7.1-4.[20]	'preto yantu' ityṛcā paśuṃ juhoti /
4.7.1-4.[21]	vaśāvidhānena /
4.7.1-4.[22]	'preto yantu' ityṛcā vrīhīñjuhoti /
4.7.1-4.[23]	'preto yantu' ityṛcā yavāñjuhoti /
4.7.1-4.[24]	tantravikalpaḥ /
4.7.1-4.[25]	'preto yantu' ityṛcā dadhisaktūñjuhoti /
4.7.1-4.[26]	'preto yantu' ityṛcā śaṣkulīrjuhoti samāptaṃ rākṣasagrahabhaiṣajyam //
4.7.1-4.[27]	atha sarvabhaiṣajyamucyate
4.7.5.[1]	'vaiśvānaro na ūtaye' 'ṛtāvānaṃ vaiśvānaram' iti sūktābhyāmudapātramabhimantrya pāyayati /
4.7.5.[2]	sarvavyādhibhaiṣajyam /
4.7.5.[3]	vaiśvānarīyābhyāṃ sūktābhyāṃ saktumanthamabhimantrya pāyayati /
4.7.5.[4]	sarvabhaiṣajyam /
4.7.5.[5]	'vaiśvānaro na' 'ṛtāvānam' iti sūktābhyāṃ haridrāṃ sarpiṣyabhimantrya pāyayati /
4.7.5.[6]	'vaiśvānaro na' 'ṛtāvānam' iti sūktābhyāmuddhṛtamudakamabhimantrya pāyayati /
4.7.5.[7]	ājya tantre'pi yat pīyate, tat saṃśṛtya pāyayati vaiśvānarīyābhyāṃ sūktābhyām /
4.7.5.[8]	samāptaṃ sarvabhaiṣajyam //
4.7.5.[9]	athāpavādabhaiṣajyamucyate
4.7.6.[1]	bahubhāṣaṇamadharme ca pravartate so'pavādaḥ /
4.7.6.[2]	abhyātānāntaṃ kṛtvā 'asthād dyauḥ' iti sūktena pūrveṇa svayampatitaṃ gośṛṅgaṃ sampātya tataḥ śṛṅga udakaṃ kṛtvābhimantryācāmayatyabhyukṣati ca /
4.7.6.[3]	abhyātānādyuttaratantram /
4.7.6.[4]	apavādabhaiṣajyaṃ samāptam /
4.7.6.[5]	apavādaścandragrahādiṣu bahubhāṣaṇādi //
4.7.6.[6]	athodare vā hṛdaye vāṅge vā sarvāṅge vā śūla utpanne bhaiṣajyamucyate
4.7.7.[1]	abhyātānāntaṃ kṛtvā 'yāṃ te rudraḥ' iti sūktena śūlamaṇiṃ sampātyābhimantrya badhnāti /
4.7.7.[2]	tata uttaratantram /
4.7.7.[3]	śūlo lohamaṇiḥ pāṣāṇo vā dārilabhadramatam /
4.7.7.[4]	'yāṃ te rudraḥ' iti sūktena vyādhitamabhimantrayate /
4.7.7.[5]	rudrabhāṣyamatam /
4.7.7.[6]	śūlabhaiṣajyaṃ samāptam //
4.7.7.[7]	rakṣograhabhaiṣajyamucyate
4.7.8.[1]	'ut sūryaḥ' iti sūktena cittyādyoṣadhibhiḥ sahodakaghaṭamabhimantrya vyādhitamavasiñcati /
4.7.8.[2]	'utsūryaḥ' iti sūktena śamīmudakena sahābhimantryāvasiñcati /
4.7.8.[3]	'utsūryaḥ' iti sūktena śamībimbamudakasahitamabhimantryāvasiñcati /
4.7.8.[4]	'utsūryaḥ' iti sūktena śīrṣaparṇīmudakena dattvābhimantrya vyādhitamavasiñcati /
4.7.8.[5]	samāptaṃ rakṣograhabhaiṣajyam //
4.7.8.[6]	duṣṭagaṇḍaviriṣṭabhaiṣajyamucyate
4.7.9.[1]	'dyauśca me idaṃ pṛthivī' iti tṛcena sūktena tailamabhimantrya gaṇḍamabhyajya hastena vyādhitamavamārṣṭi /
4.7.9.[2]	abhyukṣatītyarthaḥ /
4.7.9.[3]	duṣṭagaṇḍabhaiṣajyam /
4.7.9.[4]	'dyauśca me' iti sūktaṃ japan vyādhideśaṃ hastena mārṣṭi /
4.7.9.[5]	duṣṭagaṇḍe duṣṭavraṇe ca bhaiṣajyam //
4.7.10.[1]	'dyauśca me' iti sūktena sthūṇāyāṃ vraṇaṃ nikarṣati /
4.7.10.[2]	ghṛṣyatītyarthaḥ /
4.7.10.[3]	rudhirakṛte duṣṭavraṇe duṣṭagaṇḍe bhaiṣajyaṃ samāptam //
4.7.10.[4]	akṣatavraṇabhaiṣajyamucyate
4.7.11.[1]	'idamidvā u bheṣajam' iti sūktena gomūtramabhimantrya /
4.7.11.[2]	tena vraṇaṃ mardayati //
4.7.12.[1]	'idamidvā u bheṣajam' iti sūktena mūtreṇa vraṇaṃ kṣipati //
4.7.13.[1]	tenaiva sūktena mūtreṇa vraṇaṃ prakṣālayati /
4.7.13.[2]	yasya vraṇasya mukhaṃ nāstyakṣatavraṇamucyate //
4.7.14.[1]	'idamidvā u bheṣajam' iti sūktena dantamalamabhimantrya pralimpati /
4.7.14.[2]	akṣatavraṇabhaiṣajyam //
4.7.15.[1]	'idamidvā u bheṣajam' iti sūktena tṛṇarajasya phenamabhimantrya vraṇa pralimpati /
4.7.15.[2]	yasya vraṇasya rudhiraṃ na vahati tasya /
4.7.15.[3]	samāptamakṣatavraṇabhaiṣajyam //
4.7.15.[4]	gaṇḍamālābhaiṣajyamucyate
4.7.16.[1]	'apacitaḥ pra patata' iti sūktena śaṅkhaṃ ghṛṣṭvābhimantrya gaṇḍamālāṃ pralimpati /
4.7.16.[2]	'apacitaḥ' iti sūktena śvānalālāmabhimantrya gaṇḍamālāṃ pralimpati /
4.7.16.[3]	śvānaḥ kurkaraḥ /
4.7.16.[4]	gaṇḍamālābhaiṣajyam /
4.7.16.[5]	'apacitaḥ' iti sūktena jalaukāmabhimantrya gaṇḍamālāyāṃ saṃśleṣayati /
4.7.16.[6]	yathākathañcid rudhirapravāhaṇārtham /
4.7.16.[7]	'apacitaḥ' iti sūktena gṛhagodhikāmabhimantrya gaṇḍamālāyāmāsajati /
4.7.16.[8]	'ā susrasaḥ' iti dvābhyāṃ śaṅkhaṃ ghṛṣṭvābhimantrya tato gaṇḍamālāṃ pralimpati /
4.7.16.[9]	'ā susrasaḥ' iti dvābhyāṃ śvānalālāṃ kurkaralālāmabhimantrya gaṇḍamālāṃ pralimpati /
4.7.16.[10]	gaṇḍamālābhaiṣajyam /
4.7.16.[11]	'ā susrasaḥ' iti dvābhyāṃ jalaukāmabhimantrya gaṇḍamālāyāṃ saṃsarjayati rudhirapravāhaṇārtham /
4.7.16.[12]	'ā susrasaḥ' iti dvābhyāṃ gṛhagodhikāṃ maśakādīmabhimantrya gaṇḍamālāyāṃ saṃsarjayati rudhirapravāhaṇārtham //
4.7.17.[1]	'apacitaḥ' iti sūktena saindhavalavaṇaṃ cūrṇayitvābhimantrya gaṇḍamālāyāṃ upari prakirati /
4.7.17.[2]	tatastasyopari niṣṭhīvati /
4.7.17.[3]	mukhalālāṃ prakṣipati tūṣṇīm /
4.7.17.[4]	'ā susrasaḥ' iti dvābhyāṃ saindhavalavaṇaṃ cūrṇayitvābhimantrya vyādhyupari prakirati /
4.7.17.[5]	tatastūṣṇīmupari niṣṭhīvati /
4.7.17.[6]	samāptaṃ gaṇḍamālābhaiṣajyam //
4.7.17.[7]	atha pakṣiṇo'bhighāte bhaiṣajyamucyate
4.7.18.[1]	'antarikṣeṇa patati' iti sūktena śvānapadasthānamṛttikāmabhimantrya pakṣahataṃ deśaṃ pralimpati /
4.7.18.[2]	pakṣahatabhaiṣajyam //
4.7.19.[1]	'antarikṣeṇa patati' iti sūktena śuno makṣikāmabhimantryāgnau prakṣipya tato dhūpayati vyādhipradeśam /
4.7.19.[2]	kākagṛdhrakapotaśyenādīnāṃ pakṣiṇāmabhighāte bhaiṣajyaṃ samāptam //
4.7.19.[3]	atha gaṇḍabhaiṣajyamucyate
4.7.20.[1]	'glauritaḥ pra patiṣyati' ityardharcena gomūtramabhimantrya gaṇḍaṃ mardayati gaṇḍabhaiṣajyam /
4.7.20.[2]	'glauritaḥ pra patiṣyati' ityardharcena gomūtramabhimantrya gaṇḍaṃ prakṣālayati /
4.7.20.[3]	'glauritaḥ pra patiṣyati' ityardharcena dantamalamabhimantrya gaṇḍaṃ pralimpati /
4.7.20.[4]	'glauritaḥ pra patiṣyati' ityardharcena tṛṇarajaphenamabhimantrya gaṇḍaṃ pralimpati /
4.7.20.[5]	samāptaṃ gaṇḍabhaiṣajyam /
4.7.20.[6]	gaṇḍaḥ sphoṭaka ityarthaḥ //
4.7.20.[7]	gardabhaśvānādyurugaṇḍe bhaiṣajyamucyate
4.7.21.[1]	'vīhi svāmāhutiṃ juṣāṇaḥ' iti sūktena śāntyudakamabhimantrya tataḥ kṣataṃ prokṣati /
4.7.21.[2]	tata ājyatantraṃ kṛtvā 'vīhi svāmāhutim' iti sūktenājyaṃ juhoti /
4.7.21.[3]	tato manasā saṅkalpayati /
4.7.21.[4]	sampātān dadāti /
4.7.21.[5]	uttaratantram /
4.7.21.[6]	samāptaṃ gardabhadaśanakṣatagaṇḍabhaiṣajyam //
4.7.21.[7]	pāpagṛhīte jalodare ca bhaiṣajyamucyate
4.7.22.[1]	'yā oṣadhayaḥ somarājñīḥ' iti sūktena tṛcena somalatā agnau prakṣipya vyādhitaṃ dhūpayati //
4.7.23.[1]	'yā oṣadhayaḥ' iti tṛcena madhu takraṃ cābhimantrya pāyayati /
4.7.23.[2]	jalodare pāpe śāpe ca bhaiṣajyam //
4.7.24.[1]	'yā oṣadhayaḥ somarājñīḥ' iti tṛcena kṣīraṃ takreṇa miśrayitvābhimantrya pāyayati //
4.7.25.[1]	'yā oṣadhayaḥ' iti sūktena madhu takraṃ kṣīraṃ dadhyetaccatuṣṭayamekatra kṛtvābhimantrya pāyayati /
4.7.25.[2]	brāhmaṇākrośe pāpagṛhīte jalodare ca bhaiṣajyaṃ samāptam //
4.7.25.[3]	viṣa upaviṣe sthāvare jaṅgame ca bhaiṣajyamucyate /
4.7.25.[4]	makṣikāyāṃ ca bhaiṣajyam
4.7.26.[1]	'devā aduḥ' iti tṛcena valmīkapoṭṭalikāṃ kṛtvā sampātyābhimantrya badhnāti /
4.7.26.[2]	ājyatantram /
4.7.26.[3]	'devā aduḥ' iti tṛcena valmīkamṛttikāmudakamadhye prakṣipya tato'bhimantrya pāyayati /
4.7.26.[4]	'devā aduḥ' iti tṛcena valmīkamṛdamudake prakṣipya tato'bhimantryācāmayati /
4.7.26.[5]	viṣabhaiṣajyam /
4.7.26.[6]	'devā aduḥ' iti tṛcena valmīkamṛttikāmuṣṇodake prakṣipya tato'bhimantrya pralimpati viṣadaṣṭavraṇam /
4.7.26.[7]	upaviṣe viṣe ca makṣikānāṃ bhaiṣajyam /
4.7.26.[8]	samāpta viṣabhaiṣajyam //
4.7.26.[9]	atha kāse śleṣmapatane ca bhaiṣajyamucyate
4.7.27.[1]	'yathā mano manasketaiḥ' iti sūktena bhojanamabhimantrya dadāti bhakṣaṇārthaṃ prathamaṃ prapādya /
4.7.27.[2]	'yathā manaḥ' iti saktumanthamabhimantrya bhakṣayati /
4.7.27.[3]	kāsapatane bhaiṣajyam /
4.7.27.[4]	upasthānamādityasya dviḥ sūktasya prayogaḥ /
4.7.27.[5]	'yathā mano manaḥ' iti sūktenodakamabhimantryācāmayati /
4.7.27.[6]	tata upasthānaṃ cādityasya /
4.7.27.[7]	dviḥ sūktāvṛttiḥ /
4.7.27.[8]	kāsapatane bhaiṣajyam /
4.7.27.[9]	'ava divastārayanti' ityṛcā prapādya gṛhe praveśya tato bhojanamabhimantrya dadāti bhakṣaṇārtham /
4.7.27.[10]	kāsapatane bhaiṣajyam /
4.7.27.[11]	'ava divastārayanti' ityṛcā saktumabhimantrya dadāti bhakṣaṇārthamupasthānaṃ ca /
4.7.27.[12]	'ava divastārayanti' ity ṛcodakam abhimantryācāmayaty upasthānam ādityasya /
4.7.27.[13]	sarvatra dviḥ sūktaprayogaḥ /
4.7.27.[14]	samāptaṃ kāsaśleṣmapatane bhaiṣajyam //
4.7.27.[15]	keśadṛḍhīkaraṇe keśavṛddhikaraṇe ca bhaiṣajyamucyate
4.7.28.[1]	abhyātānāntaṃ kṛtvā 'devī devyām' 'yāṃ jamadagniḥ' iti sūktābhyāṃ kācamācīphalamaṇiṃ sampātyābhimantrya badhnāti /
4.7.28.[2]	tata uttaratantram /
4.7.28.[3]	'devī devyām' 'yāṃ jamadagniḥ' iti sūktābhyāṃ jīvantīphalamaṇiṃ badhnāti /
4.7.28.[4]	ājyatantram /
4.7.28.[5]	'devī devyām' 'yāṃ jamadagniḥ' iti sūktābhyāṃ bhṛṅgarājaṃ sampātyābhimantrya badhnātyājyatantre /
4.7.28.[6]	keśadṛḍhīkaraṇe keśajanane hrasvakeśeṣu vṛddhikaraṇe bhaiṣajyam /
4.7.28.[7]	amāvāsyāyāmidaṃ karma kuryāt /
4.7.28.[8]	kṛṣṇavastraparihito bhūtvā māṣatilakṛṣṇamannaṃ bhaikṣayitvā kartā 'devī devyām' 'yāṃ jamadagniḥ' iti sūktābhyāṃ kācamācīphalabhṛṅgarājābhyāṃ sahodakamabhimantrya rātrau brāhme muhūrte'vasiñcati /
4.7.28.[9]	tenodakena purā kākasampātādavanakṣatre'vasiñcati /
4.7.28.[10]	samāptaṃ keśavṛddhikaraṇaṃ keśajananaṃ khalatikeśajananaṃ keśadṛḍhīkaraṇaṃ palitanāśanaṃ bhaiṣajyam //
4.7.28.[11]	saptamī kaṇḍikā //31 //
4.8.0.[1]	jambhagṛhīte bhaiṣajyamucyate
4.8.1.[1]	'yaste stanaḥ' ityṛcā stanamabhimantrya bālakāya prayacchati pānārtham patiḥ karoti kartā vā karoti /
4.8.1.[2]	jambhagṛhīte bhaiṣajyam /
4.8.1.[3]	duḥkhanāśane bhaiṣajyam //
