#Text:Hiraṇyakeśiśrautasūtra
#Data entry:M. Fushimi
#Notes:Up to Praśna 10 (inclusive), the text counts by Praśna/Paṭala/Chapter, without giving a Sūtra counter. Starting with Praśna 11, it uses Praśna/Chapter and a Sūtra counter. We systematized the numbering by ignoring the Paṭala counters in 1-10, and adding Sūtra counters in this range. The following chapters are missing in the edition: 2.[7].18, 5.[3].9. Praśnas 19, 20 are missing in the digital text.



1.1.1	yajñaṃ vyākhyāsyāmaḥ
7.6.24	samudgṛhya vāsaso 'ntān prāṇāya tveti kṣaumeṇoṣṇīṣeṇopanahyati
7.6.25	vyānāya tvety anuśṛnthati
7.6.26	prajās tvam anuprāṇihi prajās tvām anuprāṇantv ity avekṣyaiṣa te gāyatro bhāga ity etair mantrair abhimantrayate
7.7.1	tvaṃ viśvebhyo devebhya ṛtūn kalpaya dakṣiṇāḥ kalpaya yathartu yathādevatam iti sahiraṇyena pāṇinādityam upatiṣṭhate
7.7.2	somavikrayiṇe rājānaṃ pradāya taṃ pṛcchati somavikrayin krayyas te somā3 iti
7.7.3	krayya iti sa pratyāha
7.7.4	daśabhiḥ krīṇāti
7.7.5	sapta gāvo hiraṇyaṃ vāso 'jā ca trīṇy etāni
7.7.6	daśa gāvo bhavanty athaitāni trīṇīty ekeṣām
7.7.7	api vā caturbhir eva
7.7.8	gavā caitaiś ca tribhiḥ
7.7.9	gavaikaviṃśātidakṣiṇasya
7.7.10	triṃśatā sahasradakṣiṇasya
7.7.11	saptaviṃśatir gāvo hiraṇyaṃ vāso 'jā ca trīṇy etāni
7.7.12	triṃśad gāvo bhavanty athaitāni trīṇīty ekeṣām
7.7.13	śatena vājapeye dvābhyāṃ rājasūye sahasreṇāśvamedhe
7.7.14	somaṃ te krīṇāmīti krīṇāti
7.7.15	somaṃ mahāntaṃ bahvardhaṃ śobhamānam iti voktvaikaikam anudiśati
7.7.16	kalayā te krīṇāni kuṣṭayā te krīṇāni śaphena te krīṇāni padā te krīṇānīti gos trīn pādān prasaṃkhyāya gavā te krīṇānīti gām
7.7.17	bhūyo vātaḥ somo rājārhatīti somavikrayyā saṃpadaḥ pratyāha
7.7.18	bhūya evārhatīty adhvaryuḥ
7.7.19	śukraṃ te śukreṇa krīṇāmīti hiraṇyam
7.7.20	tapasas tanūr asīty ajām
7.7.21	dhenvā te krīṇāmīti dhenum
7.7.22	ṛṣabheṇa te krīṇāmīty ṛṣabhaṃ vatsatareṇa sāṇḍenety ekeṣām
7.7.23	anaḍuhā te krīṇāmīty anaḍvāham
7.7.24	mithunābhyāṃ gobhyāṃ krīṇāmīti mithunau gāvau
7.7.25	vāsasā te krīṇāmīti vāsaḥ
7.7.26	daśabhiḥ saṃpādayati bhūyasa eke somakrayaṇān āmananti
7.8.1	pañcadaśabhiḥ krīṇāti saptadaśabhiḥ krīṇāti caturviṃśatyā krīṇāty aparimitābhiḥ krīṇāti krīṇāmīty antato vadati
7.8.2	saṃpādya samyat te gor asme candrāṇīti hiraṇyaṃ pratyādatte
7.8.3	asme te bandhur iti śuklām ūrṇāstukāṃ yajamānāya prayacchati
7.8.4	tāṃ vitananakāle daśāpavitrasya nābhiṃ karoti
7.8.5	śuklānām āvikorṇānām amote dve daśāpavitre bhavato 'daśākam anyatarat
7.8.6	udakena kledayitvā kṛṣṇām ūrṇāstukām idam ahaṃ sarpāṇāṃ dandaśūkānāṃ grīvā upagrathnāmīty upagrathya somavikrayiṇi tama iti tayā somavikrayiṇaṃ rarāṭe vidhyati
7.8.7	svajā asi svabhūr asy asmai karmaṇe jāta ṛtena tvā gṛhṇāmy ṛtena naḥ pāhīti somavikrayiṇo rājānam apādatte
7.8.8	yadi kṛcchrāyetāpaiva hareta
7.8.9	indrasyorum āviśa dakṣiṇam iti yajamānasyorau rājānam āsādayati
7.8.10	nīva gṛhṇīte
7.8.11	adhvaryav ā śaktavā iti yajamānaḥ prācchaty āśakāmety adhvaryuḥ katham āśakateti viṣṇuṃ stomam arutsmahi bṛhaspatiṃ chandāṃsy utthāya yajūṃṣi vi parvatā ajihata sutaraṇā apo atāriṣam ity adhvaryuḥ
7.8.12	svān abhrājeti somakrayaṇān anudiśati
7.8.13	rudas tvāvartayatv iti somakrayaṇīm āvṛtyānyayā gavā niṣkrīya yajamānasya goṣv apisṛjati
7.8.14	pṛṣatā varatrākāṇḍena somavikrayiṇam apakṣāmaṃ nāśayati
7.9.1	adityāḥ sado 'sīti śakaṭasya nīḍe kṛṣṇājinaṃ prācīnagrīvam uttaralomāstṛṇāti prattaṃ rājānam adityāḥ sada āsīdeti tasminn āsādayati
7.9.2	astabhnād dyām ity āsannam abhimantrayate
7.9.3	āsādayatīty ekeṣām
7.9.4	vaneṣu vy antarikṣaṃ tatāneti vāsasā paryānahyati
7.9.5	ud u tyaṃ jātavedasam iti kṛṣṇājinenordhvagrīveṇa bahirlomnāpidadhāti taraṇir viśvadarśata iti vā
7.9.6	usrāv etaṃ dhūrṣāhāv ity anaḍvāhāv upāsajati
7.9.7	dhūr asīti dhurāv abhimṛśati
7.9.8	vāruṇam asīti śakaṭam utkhidati
7.9.9	prāgīṣam avasthāpya varuṇasyottabhnātv ity upastabhnoti
7.9.10	dakṣiṇam anaḍvāhaṃ yunakti
7.9.11	vāruṇam asīti yoktraṃ parikarṣati
7.9.12	varuṇasya skambhanir asīti śamyām avagūhati
7.9.13	pratyasto varuṇasya pāśa iti yoktrapāśaṃ pratyasyati
7.9.14	balīvardaṃ cābhinidadhāti
7.9.15	evam uttaram anaḍvāhaṃ yunakti
7.9.16	hariṇī śāke bibhrad antareṣāṃ subrahmaṇya upasarpati palāśaśākhe śamīśākhe vā
7.9.17	śakaṭam anvārabhya somāya rājñe krītāya prohyamāṇāyānubrūhi brahman vācaṃ yaccha subrahmaṇya subrahmaṇyām āhvayeti saṃpreṣyati
7.9.18	trir anūktāyāṃ pracyavasya bhuvaspata iti prāñco 'bhiprayāya pradakṣiṇam āvartante
7.9.19	api panthām agasmahīty uttareṇa rājānaṃ pūrvāv atikrāmato yajamāno 'dhvaryuś ca
7.9.20	prajvalayanty agnīn āhavanīye varṣiṣṭham ādadhāti
7.9.21	upakl̥pto 'gnīṣomīyaḥ samaṅgo bandhumān yathā nirūḍhapaśubandhe lohas tūparaḥ śmaśrulaḥ sthūlaḥ pīvā
7.10.1	kṛṣṇaśveto lohitaśveto vā tena karṇagṛhītena yajamāno rājānaṃ pratīkṣate
7.10.2	audumbary āsandy aratnimātraśīrṣaṇyānūcyā nābhidaghnapādā mauñjavivānā tām adhvaryava udgṛhṇanti
7.10.3	agreṇa prāgvaṃśaṃ vāruṇam asīti śakaṭam akkhidaty udagīṣam avasthāpya
7.10.4	varuṇas tvottabhnātv ity upastabhnoti
7.10.5	dakṣiṇam anaḍvāhaṃ vimuñcati
7.10.6	vāruṇam asīti yoktraṃ parikarṣati
7.10.7	varuṇasya skambhasarjanir asīti śamyāṃ pravṛhati
7.10.8	vicṛto varuṇasya pāśa iti yoktrapāśaṃ vicṛntati
7.10.9	unmukto varuṇasya pāśa ity abhidhānīm unmuñcati
7.10.10	evam uttaram anaḍvāhaṃ vimuñcati
7.10.11	avimucyottaram ātithyāyās tantraṃ prakramayati
7.10.12	ubhau vā vimucya
7.10.13	agnīn anvādhāyedhmābarhir āharati
7.10.14	saptadaśa sāmidhenyaḥ
7.10.15	ikṣuśalāke vidhṛtī
7.10.16	kārṣmaryamayān paridhīn idhma upasaṃnahyaty āśvavālaṃ prastaraṃ barhiṣi
7.10.17	nirvapaṇakāle vaiṣṇavaṃ navakapālaṃ patnyā hastena nirvapati
7.10.18	patnyā vā hastāt
7.10.19	anvārabdhāyāṃ vā srucā
7.10.20	agner ātithyam asīty etaiḥ pañcabhis triṣu sāvitraṃ juṣṭaṃ cānuṣajati
7.10.21	viṣṇum evottareṣu nigameṣūpalakṣayet
7.10.22	yat prāg udvapanāt tat kṛtvottaram anaḍvāhaṃ vimuñcati tenaiva kalpena yadi purastād avimukto bhavati
7.10.23	vāruṇam asīti rājño vāso 'pādatte
7.10.24	varuṇo 'si dhṛtavrata iti rājānam
7.11.1	acchinnapatraḥ prajā upāvarohośann uśatīḥ syonaḥ syonā ity upāvaharati
7.11.2	atrāsandyā udgrahaṇam eke samāmananti
7.11.3	urv antarikṣam iti gacchati
7.11.4	yā te dhāmānīti saumyarcā rājānaṃ pūrveṇa dvāreṇa prāgvaṃśaṃ prapādayati
7.11.5	urv antarikṣaṃ vīhīty apareṇāhavanīyaṃ dakṣiṇātiharati
7.11.6	varuṇasyartasadanir asīti dakṣiṇenāhavanīyam āsandīṃ pratiṣṭhāpayati
7.11.7	adityāḥ sado 'sīti tasyāṃ kṛṣṇājinaṃ prācīnagrīvam uttaralomāstṛṇāti
7.11.8	prattaṃ rājānam adityāḥ sada āsīdeti tasminn āsādayati
7.11.9	varuṇasyartasadanam āsīdeti vā
7.11.10	vaneṣu vy antarikṣaṃ tatāneti vāsasā pariśrayati
7.11.11	varuṇo 'sīti rājānam abhimantrayate varuṇāya tveti vā
7.11.12	evā vandasva varuṇaṃ bṛhantaṃ namasyā dhīram amṛtasya gopām / sa naḥ śarma trivaruthaṃ vi yaṃsat pātaṃ no dyāvāpṛthivī upastha iti vāruṇyarcā rājānaṃ paricarati
7.11.13	yatra kvacāsīdedaitayaivāsīdet
7.11.14	agniṃ rājānaṃ cāntareṇa mā saṃcāriṣṭeti saṃpreṣyati
7.11.15	udvapanaprabhṛtīni karmāṇi pratipadyate
7.11.16	gārhapatye nava kapālāny upadadhāti
7.11.17	caturgṛhītāny ājyāni gṛhṇāti
7.11.18	caturhotrātithyam āsādayati
7.11.19	saṃbhārayajūṃṣi vyākhyāya nirmanthyasyāvṛtā nirmanthyena pracarati
7.11.20	vedaṃ nidhāya sāmidhenībhyaḥ saṃpreṣyati
7.11.21	sarvam idhmam ādadhāti sarvam aupabhṛtaṃ samānayate
7.11.22	ājyabhāgābhyāṃ pracarya viṣṇuṃ haviṣā yajati
7.11.23	dhruvāyāḥ śeṣaṃ karoti
7.11.24	iḍāntātithyā saṃtiṣṭhate
7.11.25	dhruvāśeṣād āpataye tvā gṛhṇāmīti kaṃse camase vā tānūnaptraṃ samavadyati caturavattaṃ pañcāvattaṃ vā
7.11.26	avaśiṣṭo vikalpārtho yadi caturavattam
7.11.27	tad anādhṛṣṭam asīti sarvartvijaḥ samavamṛśanti
7.11.28	samavamṛṣṭaṃ prajāpatau tvā manasi juhomīti trir avaghrāyāntarvedi ninayati
7.11.29	pratiṣiddham ekeṣām
7.11.30	asaṃcara utsiñcatīty ekeṣām
7.11.31	agnīn madanty āpā3 iti pṛcchati
7.11.32	madanti devīr amṛtā ṛtāvṛdha ity agnīdhraḥ pratyāha
7.11.33	tābhir ādraveti saṃpreṣyati
7.11.34	madantībhiḥ pāṇīn prakṣālayante brahmā rājānaṃ visraṃsayati
7.11.35	aṃśuraṃśur iti taṃ sarve sahiraṇyaiḥ pāṇibhir āpyāyayanti
7.11.36	pratyupanaddhe 'pa upaspṛśyaiṣṭā rāya iti prastare nihnuvate savyānnīcaḥ pāṇīnkṛtvā dakṣiṇānuttānān
7.12.1	pravargyeṇa pracaryopasadā pracaraty upasadā vā pracarya pravargyeṇa pracarati
7.12.2	yad ātithyāyā barhis tad upasadāṃ tad agnīṣomīyasya tat prastaraparidhi
7.12.3	stīrṇaṃ prastarabarhir upasatsu śayāḥ paridhayaḥ
7.12.4	upasadas tantraṃ vyākhyāsyāmaḥ
7.12.5	tasyām ājyaṃ haviḥ
7.12.6	agniḥ somo viṣṇur devatāḥ
7.12.7	upāṃśuyājena kalpo vyākhyātaḥ
7.12.8	agnīn anvādhāya ṣoḍaśadārum idhmaṃ saṃnahyati
7.12.9	vedaṃ kṛtvāgnīn paristīrya pāṇī prakṣālyolaparājīṃ stīrtvā yathārtham ājyapātrāṇi prayunakti sphyaṃ sruvaṃ sruca ājyasthālīṃ yena cārthaḥ
7.12.10	pavitre kṛtvā yajamāna vācaṃ yaccheti saṃpreṣyati vāgyataḥ pātrāṇi saṃmṛśati prokṣiteṣu vācaṃ visṛjate
7.12.11	sphyam ādāya stīrṇāyā veder lomabhyo 'dhi stambayajur haraty uttaraṃ parigrāhaṃ parigṛhya saṃpraiṣeṇa pratipadyate
7.12.12	yad anyad barhiṣaḥ patnīsaṃnahanāc ca tat saṃpreṣyati
7.12.13	yat prāg ājyagrahaṇāt tat kṛtvā dhruvāyām eva gṛhṇāti
7.12.14	prokṣaṇīr abhimantrya brahmāṇam āmantryedhmaṃ vediṃ ca prokṣya prokṣaṇyavaśeṣaṃ ninīya pavitre apisṛjyāgnim abhimantrya pūrvām āghārasamidham ādhāya dhruvāṃ sruvaṃ ca sādayaty eṣāsadad iti mantraṃ saṃnamati viṣṇv asi vaiṣṇavaṃ dhāma prājāpatyam ity ājyam abhimantrayate
7.12.15	vedaṃ nidhāya sāmidhenībhyaḥ saṃpreṣyati navadhedhmaṃ prativibhajya sarvam idhmam ādadhāti
7.12.16	oḍhāsu devatāsv agnim upavājya sruvāghāram āghāryāgnīt paridhīṃś cāgniṃ ca tristriḥ saṃmṛḍḍhīti saṃpreṣyati saṃmṛṣṭe pravaraṃ pravṛṇīte yathā mahāpitṛyajñe sīda hotar ity uktvā
7.13.1	dhruvāyā aṣṭau juhvāṃ gṛhṇāti catur upabhṛti
7.13.2	sādayati srucau hotādāpayati
7.13.3	ghṛtavatīm adhvaryo srucam āsyasvety ucyamāne juhūpabhṛtāv ādāya sakṛd atikrāntas tisro devatā yajati
7.13.4	uttarataḥ prathamāyāḥ puronuvākyāṃ saṃpreṣyati dakṣiṇata itarayoḥ
7.13.5	yaj juhvām ājyaṃ tasyārdhenāgniṃ yajaty ardhena somam
7.13.6	yad upabhṛti taj juhvām ānīya tena viṣṇum
7.13.7	pratyākramya yā te agne 'yāśayā tanūr iti sruveṇopasadaṃ juhoti
7.13.8	madantībhiḥ pāṇīn prakṣālayante brahmā rājānaṃ visraṃsayaty āpyāyayanti nihnuvate ca yathā purastād dakṣiṇottānaiḥ pūrvāhṇe savyottānair aparāhṇe
7.13.9	agnīddevapatnīrvyācakṣva subrahmaṇya subrahmaṇyāmāhvayeti saṃpreṣyati
7.13.10	vāg vāyoḥ patnīty apareṇa gārhapatyam upaviśyāgnīdhro devapatnīr vyācaṣṭe senendrasya dheneti vā
7.13.11	subrahmaṇyaḥ subrahmaṇyām āhvayati
7.13.12	anūpasadam etāni kriyante
7.13.13	evaṃ trirātraṃ sāyaṃprātaḥ pravargyopasadbhyāṃ pracarati
7.13.14	supūrvāhṇe paurvāhṇikībhyāṃ svaparāhṇa āparāhṇikībhyām
7.13.15	yā te agne 'yāśayā tanūr iti prathame 'hani sāyaṃprātaḥ sruvapradānāṃ juhoti
7.13.16	yā te agne rajāśayeti dvitīye
7.13.17	yā te agne harāśayeti tṛtīye
7.13.18	yadi puro yudhyeyur ayaḥ prathamāyām avadhāya juhuyāt
7.13.19	rajataṃ hiraṇyaṃ madhyamāyām
7.13.20	haritam uttamāyām
7.13.21	yadi saṅgrāmaṃ yudhyeyur ity ekeṣām
7.13.22	ayajñasaṃyuktaḥ kalpaḥ
7.14.1	madhyamābhyāṃ paurvāhṇikībhyāṃ pravargyopasadbhyāṃ pracaryāgreṇa prāgvaṃśaṃ trīn prācaḥ prakramān prakramya śaṅkuṃ nihanti sa paścārdhe vedeḥ
7.14.2	vimime tvā payasvatīṃ devānāṃ dhenuṃ sudughām anapasphurantīm indraḥ somaṃ pibatu kṣemo astu na iti ṣaṭtriṃśat prācaḥ prakramān prakramya śaṅkuṃ nihanti sa pūrvārdhe
7.14.3	paścārdhyāc chaṅkoḥ pañcadaśa dakṣiṇataḥ pañcadaśottarataḥ prakramya śaṅkū nihanti te śroṇī pūrvārdhyāc chaṅkor dvādaśa dakṣiṇato dvādaśottarataḥ prakramya śaṅkū nihanti tāv aṃsau
7.14.4	akṣṇayā mānena saṃpādya pradakṣiṇaṃ spandyayā paryātanoti
7.14.5	anvātanoti pṛṣṭhyām
7.14.6	tāṃ karoti yathā darśapūrṇamāsayor yad anyat saṃnāmāt
7.14.7	sphyena vighanena parśvā paraśunā ca
7.14.8	yat prāg uttarasmāt parigrāhāt tat kṛtvottaravedyāḥ kalpena daśapadām uttaravediṃ karoti
7.14.9	aṃhīyasīṃ purastād ity ekeṣām
7.14.10	uttareṇottaraṃ vedyaṃsaṃ prakrame cātvālaḥ paścād dvādaśasūtkaro vidyate 'parimite vā
7.14.11	tāv antareṇa vedeḥ saṃcaraḥ
7.14.12	prācīnam āgnīdhrāt pratīcīnaṃ cātvālād ity ekeṣām
7.14.13	udumbaraśākhābhiś channāṃ parivāsayati
7.14.14	śvo bhūte
7.15.1	uttamābhyāṃ paurvāhṇikībhyāṃ pravargyopasadbhyāṃ pracaryārdhavrataṃ pradāya tadānīm evāparāhṇikībhyāṃ pravargyopasadbhyāṃ pracarati
7.15.2	pravargyam udvāsyopasadam upaiti yadi pūrvo bhavati
7.15.3	ardhavrataṃ pradāyāgner āvṛtāgniṃ praṇīyāgnyāyatana ūrṇāstukāṃ nidhāyāgniṃ pratiṣṭhāpyāmikṣāyai maitrāvaruṇyai sāyaṃdohāya vatsān apākaroti
7.15.4	indrāya ca dadhigharmāya gharmadugho vatsam
7.15.5	sarvāṇy aindrāṇi bhavantīty ekeṣām
7.15.6	agnivaty uttaraṃ parigrāhaṃ parigṛhṇāti
7.15.7	na parigṛhītām aprokṣitām adhicaraty āstaraṇāt
7.15.8	sutyārthāni kāṣṭhāni māhāvedikaṃ ca barhir upakl̥ptaṃ bhavati tūṣṇīkābhir adbhiḥ kāṣṭhāni vediṃ barhiś ca tristriḥ prokṣati
7.15.9	tūṣṇīṃ barhiṣā vediṃ stṛṇāti yathā darśapūrṇamāsayoḥ
7.15.10	ā ghā ye agnim indhate stṛṇanti barhir ānuṣak / yeṣām indro yuvā sakheti staraṇīm eke samāmananti
7.16.1	upakl̥pte śakaṭe maṇḍalacakre prayuktapūrve tayoḥ purāṇān granthīn visrasya prakṣālya navān kurvanti cchadiṣmatī yugyakṛte kṛtvāgreṇa prāgvaṃśam avasthāpya yuñjate mana ity auttaravedike juhoti
7.16.2	devaśrutāv iti padatṛtīyasyaikadeśena patnī dakṣiṇasya havirdhānasya dakṣiṇām akṣadhuraṃ dakṣiṇenottānena triḥ parācīnam upānakty evam uttarasya
7.16.3	sarvā upānaktīty ekeṣām
7.16.4	ājyena cety ekeṣām
7.16.5	havirdhānābhyāṃ pravartyamānābhyām anubrūhīti saṃpreṣyati pravartyamānābhyām anubrūhīti vā
7.16.6	trir anūkāyāṃ prācī pretam iti samudgṛhṇantaḥ prācī pravartayanti
7.16.7	suvāg deva duryāṃ āvadety abhimantrayate yady akṣa utsarjet
7.16.8	yatra vedim avakrāmatas tad dakṣiṇasya havirdhānasyottarasyāṃ vartanyāṃ vedyante hiraṇyaṃ nidhāyedaṃ viṣṇur iti juhoti
7.16.9	irāvatī dhenumatī ity evaṃ pratiprasthātottarasya
7.16.10	adhvaryur dakṣiṇasya havirdhānasya karmāṇi karoti pratiprasthātottarasya
7.16.11	apa janyaṃ bhayaṃ nudāpa cakrāṇi vartaya gṛhaṃ somasya gacchatam indrasya saṃsadam iti paścārdhe veder vitṛtīyadeśe manasā hotā padā janyaṃ bhayaṃ pratinudaty adhvaryur yajamāno brahmā vā
7.16.12	apareṇottaravediṃ trīn pratīcaḥ prakramān prativikramyātra ramethām ity abhitaḥ pṛṣṭhyāṃ nabhyasthe sthāpayataḥ
7.16.13	yathārthaṃ havirdhānayoḥ
7.17.1	antarālaṃ kurutaḥ
7.17.2	vaiṣṇavam asi viṣṇus tvottabhnātv ity upastabhnutaḥ
7.17.3	purastādunnate bhavataḥ
7.17.4	divo vā viṣṇav uta vā pṛthivyā ity āśīr padayarcā dakṣiṇasya havirdhānasya dakṣiṇaṃ karṇātardam apareṇa methīṃ nihanti viṣṇor nu kam ity uttarasyottaraṃ karṇātardam apareṇa pratiprasthātā
7.17.5	viṣṇor dhruvam asīti tatraite nibadhnītaḥ
7.17.6	viṣṇor dhruvo 'sīti granthī kurutas tau prajñātau bhavataḥ
7.17.7	ūrdhvāḥ śamyāḥ samutkṛṣyopariṣṭāt pariveṣṭayato yathāsuṣṭhu
7.17.8	paryantyāḥ sthūṇā minutaḥ
7.17.9	yathāgreṇa kharaṃ saṃcaro bhavati
7.17.10	agreṇa havirdhāne sthūṇe nihatya tayor udagagraṃ vaṃśaṃ nidhāya prāco vaṃśān ādadhāti
7.17.11	viṣṇoḥ pṛṣṭham asīti madhyamaṃ chadir adhi nidadhāti
7.17.12	viṣṇo rarāṭam asīti purastād rarāṭīṃ pariśrayati
7.17.13	tejanī rarāṭyaiṣīkī prācyanūkāṇḍā madhye vitatāṃ tāṃ vaṃśe nibadhnāti
7.17.14	viṣṇoḥ śnyaptre stha iti rarāṭyā antau vyavāsyati
7.17.15	kaṭāṃs tejanīś ca pravartaṃ chadiṣām antarāleṣv anvavasyanti
7.17.16	tān antarvartā ity ācakṣate
7.17.17	pari tvā girvaṇo gira ity abhitaḥ pariśrayataḥ
7.17.18	pūrvam aparaṃ ca dvāre kurutaḥ
7.17.19	adhvaryur dakṣiṇāṃ dvāreyīṃ pariṣīvyati pratiprasthātottarām
7.17.20	viṣṇoḥ syūr asīti sīvyataḥ
7.17.21	viṣṇor dhruvo 'sīti granthī kurutas tau prajñātau bhavataḥ
7.17.22	vaiṣṇavam asi viṣṇave tveti saṃmitam abhimṛśataḥ
7.17.23	pra tad viṣṇuḥ stavate vīryāya mṛgo na bhīmaḥ kucaro giriṣṭhāḥ / yasyoruṣu triṣu vikramaṇeṣv adhikṣiyanti bhuvanāni viśveti saṃmitāddhavirdhānāt prāg upaniṣkrāmataḥ
7.17.24	upaniṣkramya vā japataḥ
7.17.25	trīn prācaḥ prakramān prakramya japata ity ekeṣām
7.18.1	dakṣiṇasya havirdhānasya purokṣaṃ catvāra uparavā bhavanty avāntaradeśeṣu prādeśamukhāḥ prādeśāntarālā bāhumātrāḥ saṃtṛṇṇā adhastād vidhṛtā upariṣṭāt
7.18.2	abhrer ādānaṃ parilekhanaṃ ca yūpe vyākhyātam
7.18.3	pūrvayor dakṣiṇaṃ parilikhyāparayor uttaraṃ parilikhaty aparayor dakṣiṇaṃ pūrvayoruttaram
7.18.4	evam anupūrvāṇy eṣāṃ karmāṇi kriyante
7.18.5	rakṣohaṇo valaganano vaiṣṇavān khanāmīti khanati
7.18.6	rakṣohaṇo valagahano vaiṣṇavān niṣkhidāmīti niṣkhidati
7.18.7	bṛhann asīty abhriṃ praharati
7.18.8	virāḍ asīti bāhum upāvaharati bāhū vā
7.18.9	idam ahaṃ taṃ valagam udvapāmīti pāṃsūn udvapati
7.18.10	idam enam adharaṃ karomīty uparavabile 'vabādhate
7.18.11	nirasto balaga iti harati
7.18.12	avabāḍho durasyur iti yatra kharaṃ kariṣyan bhavati tasmin deśe nivapati
7.18.13	evam itareṣu
7.18.14	uttareṇottareṇa mantreṇa bāhum upāvaharaty uttareṇottareṇa ca chandasā nigṛhṇāti
7.18.15	gāyatraṃ traiṣṭubhaṃ jāgatam ānuṣṭubham ity āmnātāni chandāṃsi
7.18.16	virāḍ asīti pūrvayor dakṣiṇaṃ yajamāno 'vamṛśati samrāḍ asīty aparayor uttaram adhvaryuḥ
7.18.17	saṃmṛśa imān āyuṣe varcase ca devānāṃ nidhir asi dveṣoyavano yuyodhy asmad dveṣāṃsi yāni kāni cakṛma devānām idaṃ nihitaṃ yad asty athābhāhi pradiśaś catasraḥ kṛṇvāno anyāṃ adharān sapatnān ity adhastāt saṃmṛśataḥ
7.18.18	kim atrety adhvaryuḥ pṛcchati bhadram iti yajamānaḥ pratyāha tan nau sahety adhvaryuḥ
7.18.19	svarāḍ asīty aparayor dakṣiṇaṃ yajamāno 'vamṛśati viśvārāḍ asīti pūrvayor uttaram adhvaryuḥ
7.18.20	saṃmṛśato yathā purastāt
7.18.21	kim atreti yajamānaḥ pṛcchati bhadram ity achvaryuḥ pratyāha tan ma iti yajamānaḥ
7.18.22	rakṣohaṇo valagahanaḥ prokṣāmi vaiṣṇavān iti
7.19.1	yavamatībhir adbhir uparavāṃs triḥ prokṣati
7.19.2	rakṣohaṇo valagahano 'vanayāmi vaiṣṇavān iti yavamatīr apo 'vanayati
7.19.3	yavo 'sīti yavaṃ prāsyati
7.19.4	rakṣohaṇo valagahano 'vastṛṇāmi vaiṣṇavān iti prācā barhiṣāvastṛṇāti
7.19.5	rakṣohaṇo valagahano 'bhijuhomi vaiṣṇavān iti hiraṇyam antardhāya sruveṇābhijuhoti
7.19.6	rakṣohaṇau valagahanau prokṣāmi vaiṣṇave ity adhiṣavaṇaphalake prokṣaty audumbare kārṣmaryamaye pālāśe vā taṣṭe pradhimukhe saṃhite purastāt samāpikarte paścād dvyaṅgulena tryaṅgulena caturaṅgulena vā paścād asaṃhite saṃtṛṇṇe asaṃtṛṇṇe vā
7.19.7	rakṣohaṇau valagahanāv upadadhāmi vaiṣṇavī ity adhiṣavaṇaphalakābhyām uparavān apidadhāti dvau dakṣiṇena dvāv uttareṇa
7.19.8	rakṣohaṇu valagahanau paryūhāmi vaiṣṇavī ity auparaveṇa purīṣeṇa paryūhati
7.19.9	rakṣohaṇau valagahanau paristṛṇāmi vaiṣṇavī iti darbhaiḥ paristṛṇāti
7.19.10	rakṣohaṇau valagahanau vaiṣṇavī ity abhimantrayate
7.19.11	rakṣohat tvā valagahat prokṣāmi vaiṣṇavam ity adhiṣavaṇacarma prokṣati
